"","accession_1","accession_2","taxonID","phylum"
"595","BSCRM018-09",NA,7711,"Chordata"
"596","BSCRM019-09",NA,7711,"Chordata"
"597","BSCRM023-09",NA,7711,"Chordata"
"598","BSCRM024-09",NA,7711,"Chordata"
"599","BSCRM025-09",NA,7711,"Chordata"
"600","BSCRM026-09",NA,7711,"Chordata"
"601","BSCRM027-09",NA,7711,"Chordata"
"602","BSCRM028-09",NA,7711,"Chordata"
"603","BSCRM029-09",NA,7711,"Chordata"
"604","BSCRM035-09",NA,7711,"Chordata"
"605","BSCRM039-09",NA,7711,"Chordata"
"606","BSCRM040-09",NA,7711,"Chordata"
"607","BSCRM041-09",NA,7711,"Chordata"
"608","BSCRM042-09",NA,7711,"Chordata"
"609","BSCRM043-09",NA,7711,"Chordata"
"610","BSCRM044-09",NA,7711,"Chordata"
"611","BSCRM045-09",NA,7711,"Chordata"
"612","BSCRM046-09",NA,7711,"Chordata"
"613","BSCRM047-09",NA,7711,"Chordata"
"614","BSCRM050-09",NA,7711,"Chordata"
"615","BSCRM053-09",NA,7711,"Chordata"
"616","BSCRM054-09",NA,7711,"Chordata"
"617","BSCRM059-09",NA,7711,"Chordata"
"618","BSCRM063-09",NA,7711,"Chordata"
"619","BSCRM064-09",NA,7711,"Chordata"
"620","BSCRM065-09",NA,7711,"Chordata"
"621","BSCRM073-09",NA,7711,"Chordata"
"622","BSCRM075-09",NA,7711,"Chordata"
"623","BSCRM076-09",NA,7711,"Chordata"
"624","BSCRM077-09",NA,7711,"Chordata"
"625","BSCRM079-09",NA,7711,"Chordata"
"626","BSCRM080-09",NA,7711,"Chordata"
"627","BSCRM081-09",NA,7711,"Chordata"
"628","BSCRM082-09",NA,7711,"Chordata"
"629","BSCRM083-09",NA,7711,"Chordata"
"630","BSCRM084-09",NA,7711,"Chordata"
"631","BSCRM085-09",NA,7711,"Chordata"
"632","BSCRM086-09",NA,7711,"Chordata"
"633","BSCRM087-09",NA,7711,"Chordata"
"634","BSCRM088-09",NA,7711,"Chordata"
"635","BSCRM089-09",NA,7711,"Chordata"
"636","BSCRM094-09",NA,7711,"Chordata"
"637","BSCRM096-09",NA,7711,"Chordata"
"638","BSCRM097-09",NA,7711,"Chordata"
"639","BSCRM100-09",NA,7711,"Chordata"
"640","BSCRM101-09",NA,7711,"Chordata"
"641","BSCRM105-09",NA,7711,"Chordata"
"642","BSCRM106-09",NA,7711,"Chordata"
"643","BSCRM107-09",NA,7711,"Chordata"
"644","BSCRM109-09",NA,7711,"Chordata"
"645","BSCRM110-09",NA,7711,"Chordata"
"646","BSCRM111-09",NA,7711,"Chordata"
"647","BSCRM118-09",NA,7711,"Chordata"
"648","BSCRM119-09",NA,7711,"Chordata"
"649","BSCRM120-09",NA,7711,"Chordata"
"650","BSCRM126-09",NA,7711,"Chordata"
"651","BSCRM130-09",NA,7711,"Chordata"
"652","BSCRM138-09",NA,7711,"Chordata"
"653","BSCRM139-09",NA,7711,"Chordata"
"654","BSCRM142-09",NA,7711,"Chordata"
"655","BSCRM143-09",NA,7711,"Chordata"
"656","BSCRM145-09",NA,7711,"Chordata"
"657","BSCRM147-09",NA,7711,"Chordata"
"658","BSCRM148-09",NA,7711,"Chordata"
"659","BSCRM150-09",NA,7711,"Chordata"
"660","BSCRM151-09",NA,7711,"Chordata"
"661","BSCRM152-09",NA,7711,"Chordata"
"662","BSCRM153-09",NA,7711,"Chordata"
"663","BSCRM154-09",NA,7711,"Chordata"
"664","BSCRM155-09",NA,7711,"Chordata"
"665","BSCRM157-09",NA,7711,"Chordata"
"666","BSCRM158-09",NA,7711,"Chordata"
"667","BSCRM159-09",NA,7711,"Chordata"
"668","BSCRM161-09",NA,7711,"Chordata"
"669","BSCRM162-09",NA,7711,"Chordata"
"670","BSCRM164-09",NA,7711,"Chordata"
"671","BSCRM165-09",NA,7711,"Chordata"
"672","BSCRM166-09",NA,7711,"Chordata"
"673","BSCRM167-09",NA,7711,"Chordata"
"674","BSCRM169-09",NA,7711,"Chordata"
"675","BSCRM170-09",NA,7711,"Chordata"
"676","BSCRM171-09",NA,7711,"Chordata"
"677","BSCRM193-11",NA,7711,"Chordata"
"678","BSCRM194-11",NA,7711,"Chordata"
"679","BSCRM195-11",NA,7711,"Chordata"
"680","BSCRM196-11",NA,7711,"Chordata"
"681","BSCRM197-11",NA,7711,"Chordata"
"682","BSCRM198-11",NA,7711,"Chordata"
"683","BSCRM199-11",NA,7711,"Chordata"
"684","BSCRM200-11",NA,7711,"Chordata"
"685","BSCRM201-11",NA,7711,"Chordata"
"686","BSCRM202-11",NA,7711,"Chordata"
"687","BSCRM204-11",NA,7711,"Chordata"
"688","BSCRM205-11",NA,7711,"Chordata"
"689","BSCRM206-11",NA,7711,"Chordata"
"690","BSCRM207-11",NA,7711,"Chordata"
"691","BSCRM208-11",NA,7711,"Chordata"
"692","BSCRM209-11",NA,7711,"Chordata"
"693","BSCRM210-11",NA,7711,"Chordata"
"694","BSCRM212-11",NA,7711,"Chordata"
"695","BSCRM213-11",NA,7711,"Chordata"
"696","BSCRM214-11",NA,7711,"Chordata"
"697","BSCRM215-11",NA,7711,"Chordata"
"698","BSCRM216-11",NA,7711,"Chordata"
"699","BSCRM219-11",NA,7711,"Chordata"
"700","BSCRM221-11",NA,7711,"Chordata"
"701","BSCRM222-11",NA,7711,"Chordata"
"702","BSCRM223-11",NA,7711,"Chordata"
"703","BSCRM224-11",NA,7711,"Chordata"
"704","BSCRM225-11",NA,7711,"Chordata"
"705","BSCRM226-11",NA,7711,"Chordata"
"706","BSCRM227-11",NA,7711,"Chordata"
"707","BSCRM228-11",NA,7711,"Chordata"
"708","BSCRM229-11",NA,7711,"Chordata"
"709","BSCRM231-11",NA,7711,"Chordata"
"710","BSCRM233-11",NA,7711,"Chordata"
"711","BSCRM234-11",NA,7711,"Chordata"
"712","BSCRM239-11",NA,7711,"Chordata"
"713","BSCRM241-11",NA,7711,"Chordata"
"714","BSCRM247-11",NA,7711,"Chordata"
"715","BSCRM249-11",NA,7711,"Chordata"
"716","BSCRM251-11",NA,7711,"Chordata"
"717","BSCRM252-11",NA,7711,"Chordata"
"718","BSCRM253-11",NA,7711,"Chordata"
"719","BSCRM256-11",NA,7711,"Chordata"
"720","BSCRM261-11",NA,7711,"Chordata"
"721","BSCRM264-11",NA,7711,"Chordata"
"722","BSCRM271-11",NA,7711,"Chordata"
"723","BSCRM272-11",NA,7711,"Chordata"
"724","BSCRM282-11",NA,7711,"Chordata"
"725","BSCRM283-11",NA,7711,"Chordata"
"726","BSCRM284-11",NA,7711,"Chordata"
"727","BSCRM285-11",NA,7711,"Chordata"
"728","BSCRM286-11",NA,7711,"Chordata"
"729","BSCRM287-11",NA,7711,"Chordata"
"730","BSCRM290-11",NA,7711,"Chordata"
"731","BSCRM291-11",NA,7711,"Chordata"
"732","BSCRM292-11",NA,7711,"Chordata"
"733","BSCRM293-11",NA,7711,"Chordata"
"734","BSCRM294-11",NA,7711,"Chordata"
"735","BSCRM295-11",NA,7711,"Chordata"
"736","BSCRM296-11",NA,7711,"Chordata"
"737","BSCRM297-11",NA,7711,"Chordata"
"738","BSCRM298-11",NA,7711,"Chordata"
"739","BSCRM299-11",NA,7711,"Chordata"
"740","BSCRM300-11",NA,7711,"Chordata"
"741","BSCRM301-11",NA,7711,"Chordata"
"742","BSCRM302-11",NA,7711,"Chordata"
"743","BSCRM303-11",NA,7711,"Chordata"
"744","BSCRM304-11",NA,7711,"Chordata"
"745","BSCRM306-11",NA,7711,"Chordata"
"746","BSCRM307-11",NA,7711,"Chordata"
"747","BSCRM308-11",NA,7711,"Chordata"
"748","BSCRM309-11",NA,7711,"Chordata"
"749","BSCRM310-11",NA,7711,"Chordata"
"750","BSCRM311-11",NA,7711,"Chordata"
"751","BSCRM312-11",NA,7711,"Chordata"
"752","BSCRM313-11",NA,7711,"Chordata"
"753","BSCRM314-11",NA,7711,"Chordata"
"754","BSCRM316-11",NA,7711,"Chordata"
"755","BSCRM317-11",NA,7711,"Chordata"
"756","BSCRM318-11",NA,7711,"Chordata"
"757","BSCRM320-11",NA,7711,"Chordata"
"758","BSCRM321-11",NA,7711,"Chordata"
"759","BSCRM322-11",NA,7711,"Chordata"
"760","BSCRM323-11",NA,7711,"Chordata"
"761","BSCRM324-11",NA,7711,"Chordata"
"762","BSCRM325-11",NA,7711,"Chordata"
"763","BSCRM326-11",NA,7711,"Chordata"
"764","BSCRM327-11",NA,7711,"Chordata"
"765","BSCRM328-11",NA,7711,"Chordata"
"766","BSCRM332-11",NA,7711,"Chordata"
"767","BSCRM334-11",NA,7711,"Chordata"
"768","BSCRM335-11",NA,7711,"Chordata"
"769","BSCRM336-11",NA,7711,"Chordata"
"770","BSCRM337-11",NA,7711,"Chordata"
"771","BSCRM338-11",NA,7711,"Chordata"
"772","BSCRM339-11",NA,7711,"Chordata"
"773","BSCRM340-11",NA,7711,"Chordata"
"774","BSCRM341-11",NA,7711,"Chordata"
"775","BSCRM342-11",NA,7711,"Chordata"
"776","BSCRM343-11",NA,7711,"Chordata"
"777","BSCRM344-11",NA,7711,"Chordata"
"778","BSCRM345-11",NA,7711,"Chordata"
"779","BSCRM346-11",NA,7711,"Chordata"
"780","BSCRM347-11",NA,7711,"Chordata"
"781","BSCRM348-12",NA,7711,"Chordata"
"782","BSCRM349-12",NA,7711,"Chordata"
"783","BSCRM350-12",NA,7711,"Chordata"
"784","BSCRM352-12",NA,7711,"Chordata"
"785","BSCRM354-12",NA,7711,"Chordata"
"786","BSCRM355-12",NA,7711,"Chordata"
"787","BSCRM356-12",NA,7711,"Chordata"
"788","BSCRM357-12",NA,7711,"Chordata"
"789","BSCRM358-12",NA,7711,"Chordata"
"790","BSCRM360-12",NA,7711,"Chordata"
"791","BSCRM361-12",NA,7711,"Chordata"
"792","BSCRM362-12",NA,7711,"Chordata"
"793","BSCRM363-12",NA,7711,"Chordata"
"794","BSCRM364-12",NA,7711,"Chordata"
"795","BSCRM365-12",NA,7711,"Chordata"
"796","BSCRM366-12",NA,7711,"Chordata"
"797","BSCRM369-12",NA,7711,"Chordata"
"798","BSCRM370-12",NA,7711,"Chordata"
"799","BSCRM372-12",NA,7711,"Chordata"
"800","BSCRM373-12",NA,7711,"Chordata"
"801","BSCRM374-12",NA,7711,"Chordata"
"802","BSCRM376-12",NA,7711,"Chordata"
"803","BSCRM377-12",NA,7711,"Chordata"
"804","BSCRM378-12",NA,7711,"Chordata"
"805","BSCRM379-12",NA,7711,"Chordata"
"806","BSCRM380-12",NA,7711,"Chordata"
"807","BSCRM381-12",NA,7711,"Chordata"
"808","BSCRM382-12",NA,7711,"Chordata"
"809","BSCRM383-12",NA,7711,"Chordata"
"810","BSCRM384-12",NA,7711,"Chordata"
"811","BSCRM385-12",NA,7711,"Chordata"
"812","BSCRM386-12",NA,7711,"Chordata"
"813","BSCRM388-12",NA,7711,"Chordata"
"814","BSCRM389-12",NA,7711,"Chordata"
"815","BSCRM390-12",NA,7711,"Chordata"
"816","BSCRM391-12",NA,7711,"Chordata"
"817","BSCRM392-12",NA,7711,"Chordata"
"818","BSCRM393-12",NA,7711,"Chordata"
"819","BSCRM394-12",NA,7711,"Chordata"
"820","BSCRM395-12",NA,7711,"Chordata"
"821","BSCRM396-12",NA,7711,"Chordata"
"822","BSCRM397-12",NA,7711,"Chordata"
"823","BSCRM400-12",NA,7711,"Chordata"
"824","BSCRM403-12",NA,7711,"Chordata"
"825","BSCRM404-12",NA,7711,"Chordata"
"826","BSCRM405-12",NA,7711,"Chordata"
"827","BSCRM406-12",NA,7711,"Chordata"
"828","BSCRM407-12",NA,7711,"Chordata"
"829","BSCRM408-12",NA,7711,"Chordata"
"830","BSCRM409-12",NA,7711,"Chordata"
"831","BSCRM410-12",NA,7711,"Chordata"
"832","BSCRM411-12",NA,7711,"Chordata"
"833","BSCRM413-12",NA,7711,"Chordata"
"834","BSCRM414-12",NA,7711,"Chordata"
"835","BSCRM418-12",NA,7711,"Chordata"
"836","BSCRM419-12",NA,7711,"Chordata"
"837","BSCRM424-12",NA,7711,"Chordata"
"838","BSCRM426-12",NA,7711,"Chordata"
"839","BSCRM429-12",NA,7711,"Chordata"
"840","BSCRM430-12",NA,7711,"Chordata"
"841","BSCRM432-12",NA,7711,"Chordata"
"842","BSCRM441-12",NA,7711,"Chordata"
"843","BSCRM442-12",NA,7711,"Chordata"
"844","BSCRM443-12",NA,7711,"Chordata"
"845","BSCRM444-12",NA,7711,"Chordata"
"846","BZLWA008-06","JQ839934",7898,"Chordata"
"847","BZLWB320-06","JQ840413",7898,"Chordata"
"848","BZLWD373-07","JQ841056",7898,"Chordata"
"849","CABIB557-17",NA,6340,"Annelida"
"850","CABIB581-17",NA,6340,"Annelida"
"851","CABIB641-17",NA,6340,"Annelida"
"852","CAISN483-13",NA,7711,"Chordata"
"853","CAISN951-13",NA,6447,"Mollusca"
"854","CCANN152-08","MG421722",6217,"Nemertea"
"855","CCHAR10745-19","MN670444",NA,NA
"856","CCHAR131-19","MN668082",NA,NA
"857","CCHAR1670-19","MN670876",NA,NA
"858","CCHAR1685-19","MN682550",NA,NA
"859","CCSMA184-10","MG421956",6217,"Nemertea"
"860","CDEPS003-13",NA,7711,"Chordata"
"861","CDEPS006-13",NA,7711,"Chordata"
"862","CDEPS007-13",NA,7711,"Chordata"
"863","CDEPS013-13",NA,7711,"Chordata"
"864","CDEPS017-13",NA,7711,"Chordata"
"865","CDEPS018-13",NA,7711,"Chordata"
"866","CDEPS019-13",NA,7711,"Chordata"
"867","CDEPS020-13",NA,7711,"Chordata"
"868","CDEPS021-13",NA,7711,"Chordata"
"869","CDEPS022-13",NA,7711,"Chordata"
"870","CDEPS023-13",NA,7711,"Chordata"
"871","CDEPS025-13",NA,7711,"Chordata"
"872","CDEPS026-13",NA,7711,"Chordata"
"873","CDEPS027-13",NA,7711,"Chordata"
"874","CDEPS029-13",NA,7711,"Chordata"
"875","CDEPS030-13",NA,7711,"Chordata"
"876","CDEPS031-13",NA,7711,"Chordata"
"877","CDEPS036-13",NA,7711,"Chordata"
"878","CDEPS037-13",NA,7711,"Chordata"
"879","CDEPS038-13",NA,7711,"Chordata"
"880","CDEPS040-13",NA,7711,"Chordata"
"881","CDEPS041-13",NA,7711,"Chordata"
"882","CDEPS045-13",NA,7711,"Chordata"
"883","CDEPS051-13",NA,7711,"Chordata"
"884","CDEPS052-13",NA,7711,"Chordata"
"885","CDEPS053-13",NA,7711,"Chordata"
"886","CDEPS054-13",NA,7711,"Chordata"
"887","CDEPS055-13",NA,7711,"Chordata"
"888","CDEPS057-13",NA,7711,"Chordata"
"889","CDEPS060-13",NA,7711,"Chordata"
"890","CDEPS061-13",NA,7711,"Chordata"
"891","CDEPS062-13",NA,7711,"Chordata"
"892","CDEPS063-13",NA,7711,"Chordata"
"893","CDEPS064-13",NA,7711,"Chordata"
"894","CDEPS065-13",NA,7711,"Chordata"
"895","CDEPS067-13",NA,7711,"Chordata"
"896","CDEPS070-13",NA,7711,"Chordata"
"897","CDEPS076-13",NA,7711,"Chordata"
"898","CDEPS081-13",NA,7711,"Chordata"
"899","CDEPS082-13",NA,7711,"Chordata"
"900","CDEPS083-13",NA,7711,"Chordata"
"901","CDEPS086-13",NA,7711,"Chordata"
"902","CDEPS089-13",NA,7711,"Chordata"
"903","CDEPS090-13",NA,7711,"Chordata"
"904","CDEPS096-13",NA,7711,"Chordata"
"905","CDEPS100-13",NA,7711,"Chordata"
"906","CDEPS101-13",NA,7711,"Chordata"
"907","CDEPS102-13",NA,7711,"Chordata"
"908","CDEPS103-13",NA,7711,"Chordata"
"909","CDEPS104-13",NA,7711,"Chordata"
"910","CDEPS105-13",NA,7711,"Chordata"
"911","CDEPS106-13",NA,7711,"Chordata"
"912","CDEPS108-13",NA,7711,"Chordata"
"913","CDEPS109-13",NA,7711,"Chordata"
"914","CDEPS110-13",NA,7711,"Chordata"
"915","CDEPS112-13",NA,7711,"Chordata"
"916","CDEPS113-13",NA,7711,"Chordata"
"917","CDEPS114-13",NA,7711,"Chordata"
"918","CDEPS119-13",NA,7711,"Chordata"
"919","CDEPS120-13",NA,7711,"Chordata"
"920","CDEPS121-13",NA,7711,"Chordata"
"921","CDEPS123-13",NA,7711,"Chordata"
"922","CDEPS124-13",NA,7711,"Chordata"
"923","CDEPS128-13",NA,7711,"Chordata"
"924","CDEPS134-13",NA,7711,"Chordata"
"925","CDEPS135-13",NA,7711,"Chordata"
"926","CDEPS136-13",NA,7711,"Chordata"
"927","CDEPS137-13",NA,7711,"Chordata"
"928","CDEPS138-13",NA,7711,"Chordata"
"929","CDEPS140-13",NA,7711,"Chordata"
"930","CDEPS143-13",NA,7711,"Chordata"
"931","CDEPS144-13",NA,7711,"Chordata"
"932","CDEPS145-13",NA,7711,"Chordata"
"933","CDEPS146-13",NA,7711,"Chordata"
"934","CDEPS147-13",NA,7711,"Chordata"
"935","CDEPS148-13",NA,7711,"Chordata"
"936","CDEPS150-13",NA,7711,"Chordata"
"937","CDEPS153-13",NA,7711,"Chordata"
"938","CDEPS159-13",NA,7711,"Chordata"
"939","CDEPS164-13",NA,7711,"Chordata"
"940","CDEPS165-13",NA,7711,"Chordata"
"941","CDEPS166-13",NA,7711,"Chordata"
"942","CDEPS169-13",NA,7711,"Chordata"
"943","CDEPS172-13",NA,7711,"Chordata"
"944","CDEPS173-13",NA,7711,"Chordata"
"945","CDEPS174-13",NA,7711,"Chordata"
"946","CDEPS179-13",NA,7711,"Chordata"
"947","CDEPS183-13",NA,7711,"Chordata"
"948","CDEPS184-13",NA,7711,"Chordata"
"949","CDEPS185-13",NA,7711,"Chordata"
"950","CDEPS186-13",NA,7711,"Chordata"
"951","CDEPS187-13",NA,7711,"Chordata"
"952","CDEPS188-13",NA,7711,"Chordata"
"953","CDEPS189-13",NA,7711,"Chordata"
"954","CDEPS191-13",NA,7711,"Chordata"
"955","CDEPS192-13",NA,7711,"Chordata"
"956","CDEPS193-13",NA,7711,"Chordata"
"957","CDEPS195-13",NA,7711,"Chordata"
"958","CDEPS196-13",NA,7711,"Chordata"
"959","CDEPS197-13",NA,7711,"Chordata"
"960","CDEPS202-13",NA,7711,"Chordata"
"961","CDEPS203-13",NA,7711,"Chordata"
"962","CDEPS204-13",NA,7711,"Chordata"
"963","CDEPS206-13",NA,7711,"Chordata"
"964","CDEPS207-13",NA,7711,"Chordata"
"965","CDEPS211-13",NA,7711,"Chordata"
"966","CDEPS217-13",NA,7711,"Chordata"
"967","CDEPS218-13",NA,7711,"Chordata"
"968","CDEPS219-13",NA,7711,"Chordata"
"969","CDEPS220-13",NA,7711,"Chordata"
"970","CDEPS221-13",NA,7711,"Chordata"
"971","CDEPS223-13",NA,7711,"Chordata"
"972","CDEPS226-13",NA,7711,"Chordata"
"973","CDEPS227-13",NA,7711,"Chordata"
"974","CDEPS228-13",NA,7711,"Chordata"
"975","CDEPS229-13",NA,7711,"Chordata"
"976","CDEPS230-13",NA,7711,"Chordata"
"977","CDEPS231-13",NA,7711,"Chordata"
"978","CDEPS233-13",NA,7711,"Chordata"
"979","CDEPS236-13",NA,7711,"Chordata"
"980","CDEPS242-13",NA,7711,"Chordata"
"981","CDEPS247-13",NA,7711,"Chordata"
"982","CDEPS248-13",NA,7711,"Chordata"
"983","CDEPS249-13",NA,7711,"Chordata"
"984","CDEPS250-13",NA,7711,"Chordata"
"985","CDEPS251-13",NA,7711,"Chordata"
"986","CDEPS252-13",NA,7711,"Chordata"
"987","CDEPS253-13",NA,7711,"Chordata"
"988","CDEPS254-13",NA,7711,"Chordata"
"989","CDEPS255-13",NA,7711,"Chordata"
"990","CDEPS256-13",NA,7711,"Chordata"
"991","CDEPS264-13",NA,7711,"Chordata"
"992","CDEPS265-13",NA,7711,"Chordata"
"993","CDEPS266-13",NA,7711,"Chordata"
"994","CDEPS267-13",NA,7711,"Chordata"
"995","CDEPS268-13",NA,7711,"Chordata"
"996","CDEPS269-13",NA,7711,"Chordata"
"997","CDEPS270-13",NA,7711,"Chordata"
"998","CDEPS278-13",NA,7711,"Chordata"
"999","CDEPS279-13",NA,7711,"Chordata"
"1000","CDEPS280-13",NA,7711,"Chordata"
"1001","CDEPS281-13",NA,7711,"Chordata"
"1002","CDEPS282-13",NA,7711,"Chordata"
"1003","CDEPS283-13",NA,7711,"Chordata"
"1004","CDEPS284-13",NA,7711,"Chordata"
"1005","CDEPS292-13",NA,7711,"Chordata"
"1006","CDEPS293-13",NA,7711,"Chordata"
"1007","CDEPS294-13",NA,7711,"Chordata"
"1008","CDEPS295-13",NA,7711,"Chordata"
"1009","CDEPS296-13",NA,7711,"Chordata"
"1010","CDEPS297-13",NA,7711,"Chordata"
"1011","CDEPS298-13",NA,7711,"Chordata"
"1012","CDEPS306-13",NA,7711,"Chordata"
"1013","CDEPS307-13",NA,7711,"Chordata"
"1014","CDEPS308-13",NA,7711,"Chordata"
"1015","CDEPS309-13",NA,7711,"Chordata"
"1016","CDEPS310-13",NA,7711,"Chordata"
"1017","CDEPS311-13",NA,7711,"Chordata"
"1018","CDEPS312-13",NA,7711,"Chordata"
"1019","CDEPS320-13",NA,7711,"Chordata"
"1020","CDEPS321-13",NA,7711,"Chordata"
"1021","CDEPS322-13",NA,7711,"Chordata"
"1022","CDEPS323-13",NA,7711,"Chordata"
"1023","CDEPS324-13",NA,7711,"Chordata"
"1024","CDEPS325-13",NA,7711,"Chordata"
"1025","CDEPS326-13",NA,7711,"Chordata"
"1026","CDEPS329-13",NA,7711,"Chordata"
"1027","CDEPS334-13",NA,7711,"Chordata"
"1028","CDEPS335-13",NA,7711,"Chordata"
"1029","CDEPS336-13",NA,7711,"Chordata"
"1030","CDEPS337-13",NA,7711,"Chordata"
"1031","CDEPS338-13",NA,7711,"Chordata"
"1032","CDEPS339-13",NA,7711,"Chordata"
"1033","CDEPS340-13",NA,7711,"Chordata"
"1034","CDEPS348-13",NA,7711,"Chordata"
"1035","CDEPS349-13",NA,7711,"Chordata"
"1036","CDEPS350-13",NA,7711,"Chordata"
"1037","CDEPS351-13",NA,7711,"Chordata"
"1038","CDEPS352-13",NA,7711,"Chordata"
"1039","CDEPS353-13",NA,7711,"Chordata"
"1040","CDEPS354-13",NA,7711,"Chordata"
"1041","CDEPS362-13",NA,7711,"Chordata"
"1042","CDEPS363-13",NA,7711,"Chordata"
"1043","CDEPS364-13",NA,7711,"Chordata"
"1044","CDEPS365-13",NA,7711,"Chordata"
"1045","CDEPS366-13",NA,7711,"Chordata"
"1046","CDEPS367-13",NA,7711,"Chordata"
"1047","CDEPS368-13",NA,7711,"Chordata"
"1048","CDEPS375-13",NA,7711,"Chordata"
"1049","CDEPS376-13",NA,7711,"Chordata"
"1050","CDEPS377-13",NA,7711,"Chordata"
"1051","CDEPS378-13",NA,7711,"Chordata"
"1052","CDEPS379-13",NA,7711,"Chordata"
"1053","CDEPS380-13",NA,7711,"Chordata"
"1054","CDEPS381-13",NA,7711,"Chordata"
"1055","CDEPS382-13",NA,7711,"Chordata"
"1056","CDEPS390-13",NA,7711,"Chordata"
"1057","CDEPS391-13",NA,7711,"Chordata"
"1058","CDEPS392-13",NA,7711,"Chordata"
"1059","CDEPS393-13",NA,7711,"Chordata"
"1060","CDEPS394-13",NA,7711,"Chordata"
"1061","CDEPS395-13",NA,7711,"Chordata"
"1062","CDEPS396-13",NA,7711,"Chordata"
"1063","CHIFI397-16","MN942984",NA,NA
"1064","CHMEP135-12",NA,6340,"Annelida"
"1065","CHMEP140-12",NA,6447,"Mollusca"
"1066","CICRP097-15","KU494128",48273,"Ascomycota"
"1067","CICRP098-15","KU494129",48273,"Ascomycota"
"1068","CICRP099-15","KU494127",48273,"Ascomycota"
"1069","CICRP100-15","KU494241",48274,"Ascomycota"
"1070","CICRP101-15","KU494242",48274,"Ascomycota"
"1071","CICRP102-15","KU494243",48274,"Ascomycota"
"1072","CICRP103-15","KU494244",48274,"Ascomycota"
"1073","CICRP104-15","KU494246",48274,"Ascomycota"
"1074","CICRP105-15","KU494245",48274,"Ascomycota"
"1075","CICRP106-15","KU494239",48274,"Ascomycota"
"1076","CICRP107-15","KU494240",48274,"Ascomycota"
"1077","CLS001-16",NA,48273,"Ascomycota"
"1078","CLUIR032-16","MG462791",7711,"Chordata"
"1079","CNCHA1491-11",NA,10232,"Acanthocephala"
"1080","CNCHA1497-11",NA,10232,"Acanthocephala"
"1081","CNGBE1203-14","KR392345",10197,"Ctenophora"
"1082","COLFE302-12","KJ964758",48273,"Ascomycota"
"1083","COLNO026-09",NA,29997,"Arthropoda"
"1084","COLOR460-15","MF409566",7898,"Chordata"
"1085","CONAB839-10","HQ943342",61993,"Arthropoda"
"1086","CSP045-09","HM398875",48274,"Ascomycota"
"1087","CSP046-09","HM398876",48274,"Ascomycota"
"1088","CYTC5871-13","KC512915",36928,"Ascomycota"
"1089","DBICG001-14",NA,7898,"Chordata"
"1090","DBICG002-14",NA,7898,"Chordata"
"1091","DCHAR147-19","MN672714",NA,NA
"1092","DCHAR3267-19","MN674652",NA,NA
"1093","DCHAR785-19","MN674509",NA,NA
"1094","DCHAR824-19","MN675912",NA,NA
"1095","DQ286809",NA,NA,NA
"1096","DQ433902",NA,NA,NA
"1097","DQ433903",NA,NA,NA
"1098","DQ433904",NA,NA,NA
"1099","DQ433905",NA,NA,NA
"1100","DQ433906",NA,NA,NA
"1101","DQ433907",NA,NA,NA
"1102","DQ433908",NA,NA,NA
"1103","DSFSG814-12","KF489780",7711,"Chordata"
"1104","DSFSG912-13",NA,7898,"Chordata"
"1105","DSLAF036-07",NA,7898,"Chordata"
"1106","DSLAF053-07",NA,7898,"Chordata"
"1107","DSLAF055-07",NA,7898,"Chordata"
"1108","DSLAF087-07",NA,7898,"Chordata"
"1109","DSLAF088-07",NA,7898,"Chordata"
"1110","DSLAF089-07",NA,7898,"Chordata"
"1111","DSLAF091-07",NA,7898,"Chordata"
"1112","DSLAF092-07",NA,7898,"Chordata"
"1113","DSLAF130-07",NA,7898,"Chordata"
"1114","DSLAF278-07",NA,7898,"Chordata"
"1115","DSLAF279-07",NA,7898,"Chordata"
"1116","DSLAF280-07",NA,7898,"Chordata"
"1117","DSLAF281-07",NA,7898,"Chordata"
"1118","DSLAF362-07",NA,7898,"Chordata"
"1119","DSLAF363-07",NA,7898,"Chordata"
"1120","DSLAF364-07",NA,7898,"Chordata"
"1121","DSLAF426-07",NA,7898,"Chordata"
"1122","DSLAF427-07",NA,7898,"Chordata"
"1123","DSLAF428-07",NA,7898,"Chordata"
"1124","DSLAF430-07",NA,7898,"Chordata"
"1125","DSLAF431-07",NA,7898,"Chordata"
"1126","DSLAF446-07",NA,7898,"Chordata"
"1127","DSLAF447-07",NA,7898,"Chordata"
"1128","DSLAF450-07",NA,7898,"Chordata"
"1129","DSLAF451-07",NA,7898,"Chordata"
"1130","DSLAF457-07",NA,7898,"Chordata"
"1131","DSLAF544-08",NA,7898,"Chordata"
"1132","DSLAF603-08",NA,7898,"Chordata"
"1133","DSLAF604-08",NA,7898,"Chordata"
"1134","DSLAF606-08",NA,7898,"Chordata"
"1135","DSLAF607-08",NA,7898,"Chordata"
"1136","DSLAF634-08",NA,7898,"Chordata"
"1137","DSLAF636-08",NA,7898,"Chordata"
"1138","DSLAF643-08",NA,7898,"Chordata"
"1139","DSLAF685-08",NA,7898,"Chordata"
"1140","DSLAF734-08",NA,7898,"Chordata"
"1141","DSLAG030-10",NA,7898,"Chordata"
"1142","DSLAG1019-11",NA,7898,"Chordata"
"1143","DSLAG1020-11",NA,7898,"Chordata"
"1144","DSLAG1038-11",NA,7898,"Chordata"
"1145","DSLAG1039-11",NA,7898,"Chordata"
"1146","DSLAG1041-11",NA,7898,"Chordata"
