Species,Genus,Subfamily,Family,Order,Class,Phylum,Kingdom,FAO,Status
Eudoxoides mitra,Eudoxoides,NA,Diphyidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eudoxoides spiralis,Eudoxoides,NA,Diphyidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eugorgia ampla,Eugorgia,NA,Gorgoniidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eugorgia forreri,Eugorgia,NA,Gorgoniidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eugorgia nobilis,Eugorgia,NA,Gorgoniidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eugorgia rubens,Eugorgia,NA,Gorgoniidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eugyra glutinans,Eugyra,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Eugyrioides glutinans,Eugyrioides,NA,Molgulidae,Pleurogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Euherdmania claviformis,Euherdmania,NA,Euherdmanniidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Eukrohnia hamata,Eukrohnia,NA,Eukrohniidae,Phragmophora,Sagittoidea,NA,NA,"Pacific, Northeast",native
Eulalia levicornuta,Eulalia,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eulalia quadrioculata,Eulalia,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eulalia sanguinea,Eulalia,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eulalia viridis,Eulalia,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eumecynostomum luridum,Eumecynostomum,NA,Mecynostomidae,Acoela,Turbellaria,Platyhelminthes,Animalia,"Pacific, Northeast",native
Eumetopias jubatus,Eumetopias,NA,Otariidae,Carnivora,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Eumida longicornuta,Eumida,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eumida tubiformis,Eumida,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eunephthya rubiformis,Eunephthya,NA,Nephtheidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eunice valens,Eunice,NA,Eunicidae,Eunicida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eunoe depressa,Eunoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eunoe nodosa,Eunoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eunoe oerstedi,Eunoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eunoe senta,Eunoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eupentacta pseudoquinquesemita,Eupentacta,NA,Sclerodactylidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Eupentacta quinquesemita,Eupentacta,NA,Sclerodactylidae,Dendrochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Euphausia brevis,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia diomedeae,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia eximia,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia gibboides,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia hemigibba,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia lamelligera,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia mutica,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia pacifica,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia paragibba,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia recurva,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia similis,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphausia tenera,Euphausia,NA,Euphausiidae,Euphausiacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Euphilomedes carcharodonta,Euphilomedes,NA,Philomedidae,Myodocopida,Ostracoda,Arthropoda,Animalia,"Pacific, Northeast",native
Euphilomedes climax,Euphilomedes,NA,Philomedidae,Myodocopida,Ostracoda,Arthropoda,Animalia,"Pacific, Northeast",native
Euphilomedes longiseta,Euphilomedes,NA,Philomedidae,Myodocopida,Ostracoda,Arthropoda,Animalia,"Pacific, Northeast",native
Euphilomedes producta,Euphilomedes,NA,Philomedidae,Myodocopida,Ostracoda,Arthropoda,Animalia,"Pacific, Northeast",native
Euphrosine arctia,Euphrosine,NA,Euphrosinidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Euphrosine bicirrata,Euphrosine,NA,Euphrosinidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Euphrosine multibranchiata,Euphrosine,NA,Euphrosinidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Euphysa flammea,Euphysa,NA,Euphysidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Euphysa japonica,Euphysa,NA,Euphysidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Euphysa ruthae,Euphysa,NA,Euphysidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Euphysa tentaculata,Euphysa,NA,Euphysidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Euphysa vervoorti,Euphysa,NA,Euphysidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Euphysilla peterseni,Euphysilla,NA,Tubulariidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Euplokamis dunlapae,Euplokamis,NA,Euplokamididae,Cydippida,Tentaculata,Ctenophora,Animalia,"Pacific, Northeast",native
Eupolymnia heterobranchia,Eupolymnia,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eupyrgus scaber,Eupyrgus,NA,Molpadiidae,Molpadiida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Eurhamphaea vexilligera,Eurhamphaea,NA,Eurhamphaeidae,Lobata,Tentaculata,Ctenophora,Animalia,"Pacific, Northeast",native
Eurycyde longioculata,Eurycyde,NA,Ammotheidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Eurycyde longisetosa,Eurycyde,NA,Ammotheidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Eurycyde spinosa,Eurycyde,NA,Ammotheidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Eurylepta californica,Eurylepta,NA,Euryleptidae,Polycladida,Turbellaria,Platyhelminthes,Animalia,"Pacific, Northeast",native
Eurylepta leoparda,Eurylepta,NA,Euryleptidae,Polycladida,Turbellaria,Platyhelminthes,Animalia,"Pacific, Northeast",native
Euryphorus nordmanni,Euryphorus,NA,Euryphoridae,Siphonostomatoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Eurystomella bilabiata,Eurystomella,NA,Eurystomellidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Eusirus columbianus,Eusirus,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Eusirus cuspidatus,Eusirus,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Eusirus propinquus,Eusirus,NA,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Eusyllis assimilis,Eusyllis,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eusyllis blomstrandi,Eusyllis,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eusyllis habei,Eusyllis,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eusyllis japonica,Eusyllis,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Eutimalphes brownei,Eutimalphes,NA,Campanulinidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Eutonina indicans,Eutonina,NA,Campanulinidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Evasterias echinosoma,Evasterias,NA,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Evasterias troscheli,Evasterias,NA,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Exilioidea rectirostris,Exilioidea,NA,Turbinellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Exogone lourei,Exogone,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Exogone molesta,Exogone,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Exogone occidentalis,Exogone,NA,Syllidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Exosphaeroma inornata,Exosphaeroma,NA,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Eyakia robusta,Eyakia,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Fabia subquadrata,Fabia,NA,Pinnotheridae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Facelina stearnsi,Facelina,NA,Facelinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Falcidens afanasjevi,Falcidens,NA,Falcidentidae,Chaetodermomorpha,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Falcidens hartmanae,Falcidens,NA,Falcidentidae,Chaetodermomorpha,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Falcidens longus,Falcidens,NA,Falcidentidae,Chaetodermomorpha,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Falcidens macracanthus,Falcidens,NA,Falcidentidae,Chaetodermomorpha,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Falcidens moskalevi,Falcidens,NA,Falcidentidae,Chaetodermomorpha,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Falsicingula aleutica,Falsicingula,NA,Falsicingulidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Fanellia compressa,Fanellia,NA,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Fanellia fraseri,Fanellia,NA,Primnoidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Farfantepenaeus californiensis,Farfantepenaeus,NA,Penaeidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Farlowia mollis,Farlowia,NA,Dumontiaceae,Gigartinales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Farrea occa,Farrea,NA,Farreidae,Sceptrulophora,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Fartulum occidentale,Fartulum,NA,Caecidae,Neotaenioglossa,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Fenestrulina malusii,Fenestrulina,NA,Microporellidae,Cheilostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Feresa attenuata,Feresa,NA,Delphinidae,Cetacea,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Ferosagitta americana,Ferosagitta,NA,Sagittidae,Aphragmophora,Sagittoidea,NA,NA,"Pacific, Northeast",native
Filellum serpens,Filellum,NA,Lafoeidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Fiona pinnata,Fiona,NA,Fionidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Fissidentalium megathyris,Fissidentalium,NA,Dentaliidae,Dentaliida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Fissurellidea bimaculata,Fissurellidea,NA,Fissurellidae,Patellogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabelligera affinis,Flabelligera,NA,Flabelligeridae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Flabelligera bophortica,Flabelligera,NA,Flabelligeridae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Flabelligera infundibularis,Flabelligera,NA,Flabelligeridae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Flabellina amabilis,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina cooperi,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina iodinea,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina islandica,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina pricei,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina salmonacea,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina subrosacea,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina trilineata,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina trophina,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Flabellina verrucosa,Flabellina,NA,Flabellinidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Florometra asperrima,Florometra,NA,Antedonidae,Comatulida,Crinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Florometra serratissima,Florometra,NA,Antedonidae,Comatulida,Crinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Flosmaris grandis,Flosmaris,NA,Isophelliidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Flustrellidra corniculata,Flustrellidra,NA,Flustrellidridae,Ctenostomata,Gymnolaemata,Ectoprocta,Animalia,"Pacific, Northeast",native
Foersteria purpurea,Foersteria,NA,Mitrocomidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Forskalia edwardsi,Forskalia,NA,Forskaliidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Foxiphalus cognatus,Foxiphalus,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Foxiphalus falciformis,Foxiphalus,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Foxiphalus obtusidens,Foxiphalus,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Foxiphalus similis,Foxiphalus,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Foxiphalus slatteryi,Foxiphalus,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Foxiphalus xiximeus,Foxiphalus,NA,Phoxocephalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Fraseroscyphus sinuosus,Fraseroscyphus,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Fratercula cirrhata,Fratercula,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Fratercula corniculata,Fratercula,NA,Alcidae,Charadriiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Freemania litoricola,Freemania,NA,Leptoplanidae,Polycladida,Turbellaria,Platyhelminthes,Animalia,"Pacific, Northeast",native
Fregata magnificens,Fregata,NA,Fregatidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Freyella microplax,Freyella,NA,Brisingidae,Brisingida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Freyellaster fecundus,Freyellaster,NA,Brisingidae,Brisingida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Frigidoalvania janmayeni,Frigidoalvania,Rissoinae,Rissoidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Frillagalma vityazi,Frillagalma,NA,Agalmatidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Fryeella gardneri,Fryeella,NA,Faucheaceae,Rhodymeniales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Fucaria striata,Fucaria,NA,Skeneidae,Archaeogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Fucus distichus,Fucus,NA,Fucaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Fucus spiralis,Fucus,NA,Fucaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Fulmarus glacialis,Fulmarus,NA,Procellariidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Fungiacyathus marenzelleri,Fungiacyathus,NA,Fungiacyathidae,Scleractinia,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Funiculina quadrangularis,Funiculina,NA,Funiculinidae,Pennatulacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Fusitriton oregonensis,Fusitriton,NA,Ranellidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Gadila aberrans,Gadila,NA,Gadilidae,Gadilida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Gadila tolmiei,Gadila,NA,Gadilidae,Gadilida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Galathowenia oculata,Galathowenia,NA,Oweniidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Galiteuthis pacifica,Galiteuthis,NA,Cranchiidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Galiteuthis phyllura,Galiteuthis,NA,Cranchiidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Gammaropsis barnardi,Gammaropsis,NA,Photidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Gammaropsis ellisi,Gammaropsis,NA,Photidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Gammaropsis thompsoni,Gammaropsis,NA,Photidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Gari californica,Gari,NA,Psammobiidae,Cardiida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Garveia annulata,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia brevis,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia franciscana,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia gracilis,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia nutans,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia pusilla,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia robusta,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Garveia tenella,Garveia,NA,Bougainvilliidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Gastropteron pacificum,Gastropteron,NA,Gastropteridae,Cephalaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Gattyana ciliata,Gattyana,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Gattyana cirrhosa,Gattyana,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Gattyana treadwelli,Gattyana,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Gavia adamsii,Gavia,NA,Gaviidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Gavia immer,Gavia,NA,Gaviidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Geitodoris heathi,Geitodoris,NA,Discodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Gelidium corneum,Gelidium,NA,Gelidiaceae,Gelidiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Gelidium coulteri,Gelidium,NA,Gelidiaceae,Gelidiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Gelidium pusillum,Gelidium,NA,Gelidiaceae,Gelidiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Genetyllis castanea,Genetyllis,NA,Phyllodocidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Genitoconia mariensis,Genitoconia,NA,Gymnomeniidae,Pholidoskepia,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Genitoconia minuta,Genitoconia,NA,Gymnomeniidae,Pholidoskepia,Aplacophora,Mollusca,Animalia,"Pacific, Northeast",native
Gennadas incertus,Gennadas,NA,Benthesicymidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Gennadas pectinatus,Gennadas,NA,Benthesicymidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Gennadas propinquus,Gennadas,NA,Benthesicymidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Gennadas tinayrei,Gennadas,NA,Benthesicymidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Genolinea laticauda,Genolinea,NA,Hemiuridae,Plagiorchiida,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Geodia mesotriaena,Geodia,NA,Geodiidae,Tetractinellida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Geomackiea zephyrolata,Geomackiea,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Gephyreaster swifti,Gephyreaster,NA,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Gersemia fruticosa,Gersemia,NA,Nephtheidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Gersemia lambi,Gersemia,NA,Nephtheidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
