"","species","ednafish","mifishlist","npfish","hakaiseinefish"
"19796","Tampichthys dichromus",0,1,0,0
"19797","Tampichthys erimyzonops",0,1,0,0
"19798","Tampichthys ipni",0,1,0,0
"19799","Tampichthys mandibularis",0,1,0,0
"19800","Tanakia himantegus",0,1,0,0
"19801","Tanakia koreensis",0,1,0,0
"19802","Tanakia lanceolata",0,1,0,0
"19803","Tanakia latimarginata",0,1,0,0
"19804","Tanakia limbata",0,1,0,0
"19805","Tanakia limbata x Tanakia lanceolata",0,1,0,0
"19806","Tanakia tanago",0,1,0,0
"19807","Tandanus bellingerensis",0,1,0,0
"19808","Tandanus bostocki",0,1,0,0
"19809","Tandanus tandanus",0,1,0,0
"19810","Tandanus tropicanus",0,1,0,0
"19811","Tanganicodus irsacae",0,1,0,0
"19812","Tanganikallabes mortiauxi",0,1,0,0
"19813","Tanichthys albonubes",0,1,0,0
"19814","Tanichthys kuehnei",0,1,0,0
"19815","Tanichthys micagemmae",0,1,0,0
"19816","Taractes asper",0,1,1,0
"19817","Taractes rubescens",0,1,0,0
"19818","Taractichthys longipinnis",0,1,0,0
"19819","Taractichthys steindachneri",0,1,0,0
"19820","Tarimichthys bombifrons",0,1,0,0
"19821","Tariqilabeo adiscus",0,1,0,0
"19822","Tariqilabeo burmanicus",0,1,0,0
"19823","Tariqilabeo diplochilus",0,1,0,0
"19824","Tariqilabeo latius",0,1,0,0
"19825","Tariqlabeo bicornis",0,1,0,0
"19826","Tarletonbeania crenularis",0,1,1,0
"19827","Tarletonbeania taylori",0,1,1,0
"19828","Tarphops elegans",0,1,0,0
"19829","Tarphops oligolepis",0,1,0,0
"19830","Tarumania walkerae",0,1,0,0
"19831","Tasmanogobius lasti",0,1,0,0
"19832","Tateurndina ocellicauda",0,1,0,0
"19833","Tathicarpus butleri",0,1,0,0
"19834","Tatia aulopygia",0,1,0,0
"19835","Tatia brunnea",0,1,0,0
"19836","Tatia caxiuanensis",0,1,0,0
"19837","Tatia intermedia",0,1,0,0
"19838","Tatia musaica",0,1,0,0
"19839","Tatia neivai",0,1,0,0
"19840","Tatia nigra",0,1,0,0
"19841","Tatia orca",0,1,0,0
"19842","Tatia punctata",0,1,0,0
"19843","Tatia reticulata",0,1,0,0
"19844","Taunayia bifasciata",0,1,0,0
"19845","Taurocottus bergii",0,1,0,0
"19846","Taurulus bubalis",0,1,0,0
"19847","Tautoga onitis",0,1,0,0
"19848","Tautogolabrus adspersus",0,1,0,0
"19849","Teixeirichthys jordani",0,1,0,0
"19850","Telatrygon acutirostra",0,1,0,0
"19851","Telatrygon zugei",0,1,0,0
"19852","Teleocichla centrarchus",0,1,0,0
"19853","Teleocichla cinderella",0,1,0,0
"19854","Teleocichla gephyrogramma",0,1,0,0
"19855","Teleocichla monogramma",0,1,0,0
"19856","Teleocichla preta",0,1,0,0
"19857","Teleocichla proselytus",0,1,0,0
"19858","Teleogramma brichardi",0,1,0,0
"19859","Teleogramma depressa",0,1,0,0
"19860","Teleogramma gracile",0,1,0,0
"19861","Teleogramma monogramma",0,1,0,0
"19862","Teleogramma obamaorum",0,1,0,0
"19863","Telestes alfiensis",0,1,0,0
"19864","Telestes croaticus",0,1,0,0
"19865","Telestes dabar",0,1,0,0
"19866","Telestes fontinalis",0,1,0,0
"19867","Telestes karsticus",0,1,0,0
"19868","Telestes metohiensis",0,1,0,0
"19869","Telestes miloradi",0,1,0,0
"19870","Telestes montenegrinus",0,1,0,0
"19871","Telestes muticellus",0,1,0,0
"19872","Telestes pleurobipunctatus",0,1,0,0
"19873","Telestes polylepis",0,1,0,0
"19874","Telestes souffia",0,1,0,0
"19875","Telestes turskyi",0,1,0,0
"19876","Telestes ukliva",0,1,0,0
"19877","Telmatherina abendanoni",0,1,0,0
"19878","Telmatherina antoniae",0,1,0,0
"19879","Telmatherina bonti",0,1,0,0
"19880","Telmatherina celebensis",0,1,0,0
"19881","Telmatherina obscura",0,1,0,0
"19882","Telmatherina opudi",0,1,0,0
"19883","Telmatherina prognatha",0,1,0,0
"19884","Telmatherina sarasinorum",0,1,0,0
"19885","Telmatherina wahjui",0,1,0,0
"19886","Telmatochromis bifrenatus",0,1,0,0
"19887","Telmatochromis brachygnathus",0,1,0,0
"19888","Telmatochromis brichardi",0,1,0,0
"19889","Telmatochromis burgeoni",0,1,0,0
"19890","Telmatochromis dhonti",0,1,0,0
"19891","Telmatochromis sp",0,1,0,0
"19892","Telmatochromis temporalis",0,1,0,0
"19893","Telmatochromis vittatus",0,1,0,0
"19894","Temnocora candida",0,1,1,0
"19895","Tenellus cristinae",0,1,0,0
"19896","Tenellus leporhinus",0,1,0,0
"19897","Tenellus ternetzi",0,1,0,0
"19898","Tenellus trimaculatus",0,1,0,0
"19899","Tentoriceps cristatus",0,1,0,0
"19900","Tenualosa ilisha",0,1,0,0
"19901","Tenualosa macrura",0,1,0,0
"19902","Tenualosa reevesii",0,1,0,0
"19903","Tenualosa thibaudeaui",0,1,0,0
"19904","Tenualosa toli",0,1,0,0
"19905","Tephrinectes sinensis",0,1,0,0
"19906","Teramulus waterloti",0,1,0,0
"19907","Terapon jarbua",0,1,0,0
"19908","Terapon puta",0,1,0,0
"19909","Terapon theraps",0,1,0,0
"19910","Terelabrus rubrovittatus",0,1,0,0
"19911","Terranatos dolichopterus",0,1,0,0
"19912","Tetrabrachium ocellatum",0,1,0,0
"19913","Tetracamphilius notatus",0,1,0,0
"19914","Tetracamphilius pectinatus",0,1,0,0
"19915","Tetractenos glaber",0,1,0,0
"19916","Tetractenos hamiltoni",0,1,0,0
"19917","Tetragonopterus anostomus",0,1,0,0
"19918","Tetragonopterus araguaiensis",0,1,0,0
"19919","Tetragonopterus argenteus",0,1,0,0
"19920","Tetragonopterus carvalhoi",0,1,0,0
"19921","Tetragonopterus chalceus",0,1,0,0
"19922","Tetragonopterus daguae",0,1,0,0
"19923","Tetragonopterus denticulatus",0,1,0,0
"19924","Tetragonopterus franciscoensis",0,1,0,0
"19925","Tetragonopterus georgiae",0,1,0,0
"19926","Tetragonopterus rarus",0,1,0,0
"19927","Tetragonurus atlanticus",0,1,0,0
"19928","Tetragonurus cuvieri",0,1,1,0
"19929","Tetragonurus pacificus",0,1,0,0
"19930","Tetranematichthys quadrifilis",0,1,0,0
"19931","Tetranematichthys wallacei",0,1,0,0
"19932","Tetraodon biocellatus",0,1,0,0
"19933","Tetraodon duboisi",0,1,0,0
"19934","Tetraodon erythrotaenia",0,1,0,0
"19935","Tetraodon fluviatilis",0,1,0,0
"19936","Tetraodon lineatus",0,1,0,0
"19937","Tetraodon mbu",0,1,0,0
"19938","Tetraodon miurus",0,1,0,0
"19939","Tetraodon nigroviridis",0,1,0,0
"19940","Tetraodon pustulatus",0,1,0,0
"19941","Tetrapturus angustirostris",0,1,0,0
"19942","Tetrapturus belone",0,1,0,0
"19943","Tetrapturus georgii",0,1,0,0
"19944","Tetrapturus pfluegeri",0,1,0,0
"19945","Tetraroge barbata",0,1,0,0
"19946","Tetronarce californica",0,1,1,0
"19947","Tetronarce formosa",0,1,0,0
"19948","Tetronarce macneilli",0,1,0,0
"19949","Tetronarce nobiliana",0,1,0,0
"19950","Tetronarce tokionis",0,1,0,0
"19951","Tetronarce tremens",0,1,0,0
"19952","Tetrosomus concatenatus",0,1,0,0
"19953","Tetrosomus gibbosus",0,1,0,0
"19954","Tetrosomus reipublicae",0,1,0,0
"19955","Tewara cranwellae",0,1,0,0
"19956","Thalassobathia pelagica",0,1,0,0
"19957","Thalassoma amblycephalum",0,1,0,0
"19958","Thalassoma ascensionis",0,1,0,0
"19959","Thalassoma ballieui",0,1,0,0
"19960","Thalassoma bifasciatum",0,1,0,0
"19961","Thalassoma cupido",0,1,0,0
"19962","Thalassoma duperrey",0,1,0,0
"19963","Thalassoma genivittatum",0,1,0,0
"19964","Thalassoma grammaticum",0,1,0,0
"19965","Thalassoma hardwicke",0,1,0,0
"19966","Thalassoma hebraicum",0,1,0,0
"19967","Thalassoma heiseri",0,1,0,0
"19968","Thalassoma jansenii",0,1,0,0
"19969","Thalassoma loxum",0,1,0,0
"19970","Thalassoma lucasanum",0,1,0,0
"19971","Thalassoma lunare",0,1,0,0
"19972","Thalassoma lutescens",0,1,0,0
"19973","Thalassoma newtoni",0,1,0,0
"19974","Thalassoma nigrofasciatum",0,1,0,0
"19975","Thalassoma noronhanum",0,1,0,0
"19976","Thalassoma pavo",0,1,0,0
"19977","Thalassoma purpureum",0,1,0,0
"19978","Thalassoma quinquevittatum",0,1,0,0
"19979","Thalassoma robertsoni",0,1,0,0
"19980","Thalassoma rueppellii",0,1,0,0
"19981","Thalassoma sanctaehelenae",0,1,0,0
"19982","Thalassoma septemfasciata",0,1,0,0
"19983","Thalassoma trilobatum",0,1,0,0
"19984","Thalassoma virens",0,1,0,0
"19985","Thalassophryne amazonica",0,1,0,0
"19986","Thaleichthys pacificus",0,1,1,0
"19987","Thamnaconus analis",0,1,0,0
"19988","Thamnaconus arenaceus",0,1,0,0
"19989","Thamnaconus degeni",0,1,0,0
"19990","Thamnaconus fajardoi",0,1,0,0
"19991","Thamnaconus hypargyreus",0,1,0,0
"19992","Thamnaconus modestoides",0,1,0,0
"19993","Thamnaconus modestus",0,1,0,0
"19994","Thamnaconus septentrionalis",0,1,0,0
"19995","Thamnaconus striatus",0,1,0,0
"19996","Thamnaconus tessellatus",0,1,0,0
"19997","Thaumatichthys pagidostomus",0,1,0,0
"19998","Thayeria boehlkei",0,1,0,0
"19999","Thayeria ifati",0,1,0,0
"20000","Thayeria obliqua",0,1,0,0
"20001","Theraps godmanni",0,1,0,0
"20002","Theraps heterospilus",0,1,0,0
"20003","Theraps irregularis",0,1,0,0
"20004","Theraps microphthalmus",0,1,0,0
"20005","Theraps wesseli",0,1,0,0
"20006","Thoburnia atripinnis",0,1,0,0
"20007","Thoburnia hamiltoni",0,1,0,0
"20008","Thoburnia rhothoeca",0,1,0,0
"20009","Thoracocharax stellatus",0,1,0,0
"20010","Thoracochromis albolabris",0,1,0,0
"20011","Thoracochromis avium",0,1,0,0
"20012","Thoracochromis brauschi",0,1,0,0
"20013","Thoracochromis buysi",0,1,0,0
"20014","Thoracochromis callichromus",0,1,0,0
"20015","Thoracochromis demeusii",0,1,0,0
"20016","Thoracochromis mahagiensis",0,1,0,0
"20017","Thoracochromis petronius",0,1,0,0
"20018","Thoracochromis pharyngalis",0,1,0,0
"20019","Thoracochromis wingatii",0,1,0,0
"20020","Thorichthys affinis",0,1,0,0
"20021","Thorichthys aureus",0,1,0,0
"20022","Thorichthys callolepis",0,1,0,0
"20023","Thorichthys helleri",0,1,0,0
"20024","Thorichthys maculipinnis",0,1,0,0
"20025","Thorichthys meeki",0,1,0,0
"20026","Thorichthys pasionis",0,1,0,0
"20027","Thorichthys socolofi",0,1,0,0
"20028","Thorogobius ephippiatus",0,1,0,0
"20029","Thorogobius macrolepis",0,1,0,0
"20030","Thryssa adelae",0,1,0,0
"20031","Thryssa baelama",0,1,0,0
"20032","Thryssa brevicauda",0,1,0,0
"20033","Thryssa chefuensis",0,1,0,0
"20034","Thryssa dussumieri",0,1,0,0
"20035","Thryssa encrasicholoides",0,1,0,0
"20036","Thryssa hamiltonii",0,1,0,0
"20037","Thryssa kammalensis",0,1,0,0
"20038","Thryssa kammalensoides",0,1,0,0
"20039","Thryssa malabarica",0,1,0,0
"20040","Thryssa mystax",0,1,0,0
"20041","Thryssa polybranchialis",0,1,0,0
"20042","Thryssa purava",0,1,0,0
"20043","Thryssa scratchleyi",0,1,0,0
"20044","Thryssa setirostris",0,1,0,0
"20045","Thryssa spinidens",0,1,0,0
"20046","Thryssa vitrirostris",0,1,0,0
"20047","Thryssa whiteheadi",0,1,0,0
"20048","Thunnus alalunga",0,1,1,0
"20049","Thunnus albacares",0,1,0,0
"20050","Thunnus atlanticus",0,1,0,0
"20051","Thunnus maccoyii",0,1,0,0
"20052","Thunnus obesus",0,1,1,0
"20053","Thunnus orientalis",0,1,1,0
"20054","Thunnus thynnus",0,1,1,0
"20055","Thunnus tonggol",0,1,0,0
"20056","Thymallus aeliani",0,1,0,0
"20057","Thymallus arcticus",0,1,0,0
"20058","Thymallus baicalensis",0,1,0,0
"20059","Thymallus baicalolenensis",0,1,0,0
"20060","Thymallus brevicephalus",0,1,0,0
"20061","Thymallus brevirostris",0,1,0,0
"20062","Thymallus burejensis",0,1,0,0
"20063","Thymallus grubii",0,1,0,0
"20064","Thymallus ligericus",0,1,0,0
"20065","Thymallus mertensii",0,1,0,0
"20066","Thymallus nigrescens",0,1,0,0
"20067","Thymallus nikolskyi",0,1,0,0
"20068","Thymallus svetovidovi",0,1,0,0
"20069","Thymallus thymallus",0,1,0,0
"20070","Thymallus tugarinae",0,1,0,0
"20071","Thymallus yaluensis",0,1,0,0
"20072","Thynnichthys polylepis",0,1,0,0
"20073","Thynnichthys sandkhol",0,1,0,0
"20074","Thynnichthys thynnoides",0,1,0,0
"20075","Thyrsites atun",0,1,0,0
"20076","Thyrsitoides marleyi",0,1,0,0
"20077","Thysanactis dentex",0,1,0,0
"20078","Thysanophrys celebica",0,1,0,0
"20079","Thysanophrys chiltonae",0,1,0,0
"20080","Thysanophrys cirronasa",0,1,0,0
"20081","Thysochromis ansorgii",0,1,0,0
"20082","Thysochromis emili",0,1,0,0
"20083","Thysochromis sp",0,1,0,0
"20084","Tiaroga cobitis",0,1,0,0
"20085","Tigrigobius dilepis",0,1,0,0
"20086","Tigrigobius gemmatus",0,1,0,0
"20087","Tigrigobius harveyi",0,1,0,0
"20088","Tigrigobius inornatus",0,1,0,0
"20089","Tigrigobius janssi",0,1,0,0
"20090","Tigrigobius limbaughi",0,1,0,0
"20091","Tigrigobius macrodon",0,1,0,0
"20092","Tigrigobius multifasciatus",0,1,0,0
"20093","Tigrigobius nesiotes",0,1,0,0
"20094","Tigrigobius pallens",0,1,0,0
"20095","Tigrigobius saucrus",0,1,0,0
"20096","Tilapia brevimanus",0,1,0,0
"20097","Tilapia busumana",0,1,0,0
"20098","Tilapia coffea",0,1,0,0
"20099","Tilapia guinasana",0,1,0,0
"20100","Tilapia ruweti",0,1,0,0
"20101","Tilapia sp",0,1,0,0
"20102","Tilapia sparrmanii",0,1,0,0
"20103","Tilesina gibbosa",0,1,0,0
"20104","Tilodon sexfasciatus",0,1,0,0
"20105","Tinca tinca",0,1,0,0
"20106","Tocantinsia piresi",0,1,0,0
"20107","Tometes ancylorhynchus",0,1,0,0
"20108","Tometes camunani",0,1,0,0
"20109","Tometes kranponhah",0,1,0,0
"20110","Tometes lebaili",0,1,0,0
"20111","Tometes makue",0,1,0,0
"20112","Tometes siderocarajensis",0,1,0,0
"20113","Tometes trilobatus",0,1,0,0
"20114","Tomeurus gracilis",0,1,0,0
"20115","Tomicodon absitus",0,1,0,0
"20116","Tomicodon australis",0,1,0,0
"20117","Tomicodon boehlkei",0,1,0,0
"20118","Tomicodon briggsi",0,1,0,0
"20119","Tomicodon chilensis",0,1,0,0
"20120","Tomicodon humeralis",0,1,0,0
"20121","Tomicodon lavettsmithi",0,1,0,0
"20122","Tomicodon myersi",0,1,0,0
"20123","Tomicodon petersii",0,1,0,0
"20124","Tomicodon reitzae",0,1,0,0
"20125","Tomicodon zebra",0,1,0,0
"20126","Tominanga aurea",0,1,0,0
"20127","Tominanga sanguicauda",0,1,0,0
"20128","Tomiyamichthys emilyae",0,1,0,0
"20129","Tomiyamichthys lanceolatus",0,1,0,0
"20130","Tomiyamichthys oni",0,1,0,0
"20131","Tomiyamichthys russus",0,1,0,0
"20132","Tomocichla asfraci",0,1,0,0
"20133","Tomocichla sieboldii",0,1,0,0
"20134","Tomocichla tuba",0,1,0,0
"20135","Tomocichla underwoodi",0,1,0,0
"20136","Tonlesapia tsukawakii",0,1,0,0
"20137","Tor barakae",0,1,0,0
"20138","Tor dongnaiensis",0,1,0,0
"20139","Tor douronensis",0,1,0,0
"20140","Tor hemispinus",0,1,0,0
"20141","Tor khudree",0,1,0,0
"20142","Tor macrolepis",0,1,0,0
"20143","Tor malabaricus",0,1,0,0
"20144","Tor mekongensis",0,1,0,0
"20145","Tor mosal",0,1,0,0
"20146","Tor putitora",0,1,0,0
"20147","Tor qiaojiensis",0,1,0,0
"20148","Tor remadeviae",0,1,0,0
"20149","Tor sinensis",0,1,0,0
"20150","Tor tambra",0,1,0,0
"20151","Tor tambroides",0,1,0,0
"20152","Tor tor",0,1,0,0
"20153","Tor yingjiangensis",0,1,0,0
"20154","Torpedo fuscomaculata",0,1,0,0
"20155","Torpedo mackayana",0,1,0,0
"20156","Torpedo marmorata",0,1,0,0
"20157","Torpedo sinuspersici",0,1,0,0
"20158","Torpedo torpedo",0,1,0,0
"20159","Torquigener albomaculosus",0,1,0,0
"20160","Torquigener altipinnis",0,1,0,0
"20161","Torquigener brevipinnis",0,1,0,0
"20162","Torquigener flavimaculosus",0,1,0,0
"20163","Torquigener gloerfelti",0,1,0,0
"20164","Torquigener hypselogeneion",0,1,0,0
"20165","Torquigener pallimaculatus",0,1,0,0
"20166","Torquigener pleurogramma",0,1,0,0
"20167","Torquigener squamicauda",0,1,0,0
"20168","Torquigener whitleyi",0,1,0,0
"20169","Tosana niwae",0,1,0,0
"20170","Tosanoides aphrodite",0,1,0,0
"20171","Tosanoides obama",0,1,0,0
"20172","Tosarhombus brevis",0,1,0,0
"20173","Tosarhombus octoculatus",0,1,0,0
"20174","Totoaba macdonaldi",0,1,0,0
"20175","Toxabramis houdemeri",0,1,0,0
"20176","Toxabramis swinhonis",0,1,0,0
"20177","Toxotes chatareus",0,1,0,0
"20178","Toxotes jaculatrix",0,1,0,0
"20179","Toxotes oligolepis",0,1,0,0
"20180","Traccatichthys pulcher",0,1,0,0
"20181","Traccatichthys taeniatus",0,1,0,0
"20182","Trachelochismus aestuarium",0,1,0,0
"20183","Trachelochismus melobesia",0,1,0,0
"20184","Trachelochismus pinnulatus",0,1,0,0
"20185","Trachelyichthys exilis",0,1,0,0
"20186","Trachelyopterichthys taeniatus",0,1,0,0
"20187","Trachelyopterus albicrux",0,1,0,0
"20188","Trachelyopterus amblops",0,1,0,0
"20189","Trachelyopterus coriaceus",0,1,0,0
"20190","Trachelyopterus galeatus",0,1,0,0
"20191","Trachelyopterus lucenai",0,1,0,0
"20192","Trachelyopterus porosus",0,1,0,0
"20193","Trachelyopterus striatulus",0,1,0,0
"20194","Trachelyopterus teaguei",0,1,0,0
"20195","Trachicephalus uranoscopus",0,1,0,0
"20196","Trachidermus fasciatus",0,1,0,0
"20197","Trachinocephalus gauguini",0,1,0,0
"20198","Trachinocephalus myops",0,1,0,0
"20199","Trachinocephalus trachinus",0,1,0,0
"20200","Trachinops taeniatus",0,1,0,0
"20201","Trachinotus africanus",0,1,0,0
"20202","Trachinotus anak",0,1,0,0
"20203","Trachinotus baillonii",0,1,0,0
"20204","Trachinotus blochii",0,1,0,0
"20205","Trachinotus botla",0,1,0,0
"20206","Trachinotus carolinus",0,1,0,0
"20207","Trachinotus coppingeri",0,1,0,0
"20208","Trachinotus falcatus",0,1,0,0
"20209","Trachinotus goodei",0,1,0,0
"20210","Trachinotus goreensis",0,1,0,0
"20211","Trachinotus maxillosus",0,1,0,0
"20212","Trachinotus mookalee",0,1,0,0
"20213","Trachinotus ovatus",0,1,0,0
"20214","Trachinotus paitensis",0,1,0,0
"20215","Trachinotus rhodopus",0,1,0,0
"20216","Trachinotus teraia",0,1,0,0
"20217","Trachinus araneus",0,1,0,0
"20218","Trachinus collignoni",0,1,0,0
"20219","Trachinus draco",0,1,0,0
"20220","Trachinus radiatus",0,1,0,0
"20221","Trachipterus altivelis",0,1,1,0
"20222","Trachipterus arcticus",0,1,0,0
"20223","Trachipterus ishikawae",0,1,0,0
"20224","Trachipterus jacksonensis",0,1,0,0
"20225","Trachipterus trachypterus",0,1,0,0
"20226","Trachonurus gagates",0,1,0,0
"20227","Trachonurus sentipellis",0,1,0,0
"20228","Trachonurus sulcatus",0,1,0,0
"20229","Trachurus capensis",0,1,0,0
"20230","Trachurus declivis",0,1,0,0
"20231","Trachurus delagoa",0,1,0,0
"20232","Trachurus indicus",0,1,0,0
"20233","Trachurus japonicus",0,1,0,0
"20234","Trachurus lathami",0,1,0,0
"20235","Trachurus longimanus",0,1,0,0
"20236","Trachurus mediterraneus",0,1,0,0
"20237","Trachurus murphyi",0,1,0,0
"20238","Trachurus novaezelandiae",0,1,0,0
"20239","Trachurus picturatus",0,1,0,0
"20240","Trachurus symmetricus",0,1,1,0
"20241","Trachurus trachurus",0,1,0,0
"20242","Trachurus trecae",0,1,0,0
"20243","Trachycorystes trachycorystes",0,1,0,0
"20244","Trachydoras brevis",0,1,0,0
"20245","Trachydoras microstomus",0,1,0,0
"20246","Trachydoras nattereri",0,1,0,0
"20247","Trachydoras paraguayensis",0,1,0,0
"20248","Trachydoras steindachneri",0,1,0,0
"20249","Trachypoma macracanthus",0,1,0,0
"20250","Trachyrhamphus bicoarctatus",0,1,0,0
"20251","Trachyrhamphus longirostris",0,1,0,0
"20252","Trachyrhamphus serratus",0,1,0,0
"20253","Trachyrincus aphyodes",0,1,0,0
"20254","Trachyrincus longirostris",0,1,0,0
"20255","Trachyrincus murrayi",0,1,0,0
"20256","Trachyrincus scabrus",0,1,0,0
"20257","Trachyscorpia cristulata",0,1,0,0
"20258","Trachyscorpia eschmeyeri",0,1,0,0
"20259","Trachystoma petardi",0,1,0,0
"20260","Tragulichthys jaculiferus",0,1,0,0
"20261","Tramitichromis brevis",0,1,0,0
"20262","Tramitichromis variabilis",0,1,0,0
"20263","Travancoria elongata",0,1,0,0
"20264","Travancoria jonesi",0,1,0,0
"20265","Trematocara macrostoma",0,1,0,0
"20266","Trematocara marginatum",0,1,0,0
"20267","Trematocara nigrifrons",0,1,0,0
"20268","Trematocara unimaculatum",0,1,0,0
"20269","Trematochromis benthicola",0,1,0,0
"20270","Trematocranus placodon",0,1,0,0
"20271","Trematomus bernacchii",0,1,0,0
"20272","Trematomus eulepidotus",0,1,0,0
"20273","Trematomus hansoni",0,1,0,0
"20274","Trematomus lepidorhinus",0,1,0,0
"20275","Trematomus loennbergii",0,1,0,0
"20276","Trematomus newnesi",0,1,0,0
"20277","Trematomus nicolai",0,1,0,0
"20278","Trematomus pennellii",0,1,0,0
"20279","Trematomus scotti",0,1,0,0
"20280","Trematomus tokarevi",0,1,0,0
"20281","Trematomus vicarius",0,1,0,0
"20282","Triacanthodes anomalus",0,1,0,0
"20283","Triacanthodes ethiops",0,1,0,0
"20284","Triacanthus biaculeatus",0,1,0,0
"20285","Triacanthus nieuhofii",0,1,0,0
"20286","Triaenodon obesus",0,1,0,0
"20287","Triakis megalopterus",0,1,0,0
"20288","Triakis scyllium",0,1,0,0
"20289","Triakis semifasciata",0,1,1,0
"20290","Triathalassothia gloverensis",0,1,0,0
"20291","Tribolodon brandtii",0,1,0,0
"20292","Tribolodon ezoe",0,1,0,0
"20293","Tribolodon hakonensis",0,1,0,0
"20294","Tribolodon nakamurai",0,1,0,0
"20295","Tribolodon sachalinensis",0,1,0,0
"20296","Trichiurus auriga",0,1,0,0
"20297","Trichiurus brevis",0,1,0,0
"20298","Trichiurus gangeticus",0,1,0,0
"20299","Trichiurus haumela",0,1,0,0
"20300","Trichiurus japonicus",0,1,0,0
"20301","Trichiurus lepturus",0,1,0,0
"20302","Trichiurus nitens",0,1,0,0
"20303","Trichocottus brashnikovi",0,1,1,0
"20304","Trichogaster chuna",0,1,0,0
"20305","Trichogaster fasciata",0,1,0,0
"20306","Trichogaster labiosa",0,1,0,0
"20307","Trichogaster lalius",0,1,0,0
"20308","Trichogenes longipinnis",0,1,0,0
"20309","Trichomycterus albinotatus",0,1,0,0
"20310","Trichomycterus alternatus",0,1,0,0
"20311","Trichomycterus alterus",0,1,0,0
"20312","Trichomycterus anaisae",0,1,0,0
"20313","Trichomycterus areolatus",0,1,0,0
"20314","Trichomycterus auroguttatus",0,1,0,0
"20315","Trichomycterus banneaui",0,1,0,0
"20316","Trichomycterus barbouri",0,1,0,0
"20317","Trichomycterus bogotense",0,1,0,0
"20318","Trichomycterus brasiliensis",0,1,0,0
"20319","Trichomycterus brunoi",0,1,0,0
"20320","Trichomycterus cachiraensis",0,1,0,0
"20321","Trichomycterus caipora",0,1,0,0
"20322","Trichomycterus candidus",0,1,0,0
"20323","Trichomycterus caudofasciatus",0,1,0,0
"20324","Trichomycterus chapmani",0,1,0,0
"20325","Trichomycterus chiltoni",0,1,0,0
"20326","Trichomycterus claudiae",0,1,0,0
"20327","Trichomycterus conradi",0,1,0,0
"20328","Trichomycterus corduvensis",0,1,0,0
"20329","Trichomycterus diabolus",0,1,0,0
"20330","Trichomycterus fasslii",0,1,0,0
"20331","Trichomycterus fuliginosus",0,1,0,0
"20332","Trichomycterus funebris",0,1,0,0
"20333","Trichomycterus gasparinii",0,1,0,0
"20334","Trichomycterus giganteus",0,1,0,0
"20335","Trichomycterus goeldii",0,1,0,0
"20336","Trichomycterus guacamayoensis",0,1,0,0
"20337","Trichomycterus guianensis",0,1,0,0
"20338","Trichomycterus hasemani",0,1,0,0
"20339","Trichomycterus humboldti",0,1,0,0
"20340","Trichomycterus immaculatus",0,1,0,0
"20341","Trichomycterus ingaiensis",0,1,0,0
"20342","Trichomycterus itatiayae",0,1,0,0
"20343","Trichomycterus jequitinhonhae",0,1,0,0
"20344","Trichomycterus landinga",0,1,0,0
"20345","Trichomycterus latistriatus",0,1,0,0
"20346","Trichomycterus laucaensis",0,1,0,0
"20347","Trichomycterus lauryi",0,1,0,0
"20348","Trichomycterus longibarbatus",0,1,0,0
"20349","Trichomycterus luetkeni",0,1,0,0
"20350","Trichomycterus macrotrichopterus",0,1,0,0
"20351","Trichomycterus maculosus",0,1,0,0
"20352","Trichomycterus maracaya",0,1,0,0
"20353","Trichomycterus melanopygius",0,1,0,0
"20354","Trichomycterus mimonha",0,1,0,0
"20355","Trichomycterus mimosensis",0,1,0,0
"20356","Trichomycterus minus",0,1,0,0
"20357","Trichomycterus mirissumba",0,1,0,0
"20358","Trichomycterus nigricans",0,1,0,0
"20359","Trichomycterus nigroauratus",0,1,0,0
"20360","Trichomycterus novalimensis",0,1,0,0
"20361","Trichomycterus pantherinus",0,1,0,0
"20362","Trichomycterus paolence",0,1,0,0
"20363","Trichomycterus paquequerensis",0,1,0,0
"20364","Trichomycterus pauciradiatus",0,1,0,0
"20365","Trichomycterus payaya",0,1,0,0
"20366","Trichomycterus pirabitira",0,1,0,0
"20367","Trichomycterus piratymbara",0,1,0,0
"20368","Trichomycterus potschi",0,1,0,0
"20369","Trichomycterus pradensis",0,1,0,0
"20370","Trichomycterus punctulatus",0,1,0,0
"20371","Trichomycterus quechuorum",0,1,0,0
"20372","Trichomycterus quintus",0,1,0,0
"20373","Trichomycterus reinhardti",0,1,0,0
"20374","Trichomycterus retropinnis",0,1,0,0
"20375","Trichomycterus rivulatus",0,1,0,0
"20376","Trichomycterus roigi",0,1,0,0
"20377","Trichomycterus rosablanca",0,1,0,0
"20378","Trichomycterus rubiginosus",0,1,0,0
"20379","Trichomycterus ruitoquensis",0,1,0,0
"20380","Trichomycterus sainthilairei",0,1,0,0
"20381","Trichomycterus sandovali",0,1,0,0
"20382","Trichomycterus santaeritae",0,1,0,0
"20383","Trichomycterus septemradiatus",0,1,0,0
"20384","Trichomycterus sp",0,1,0,0
"20385","Trichomycterus spegazzinii",0,1,0,0
"20386","Trichomycterus straminius",0,1,0,0
"20387","Trichomycterus striatus",0,1,0,0
"20388","Trichomycterus tete",0,1,0,0
"20389","Trichomycterus tiraquae",0,1,0,0
"20390","Trichomycterus transandianus",0,1,0,0
"20391","Trichomycterus travassosi",0,1,0,0
"20392","Trichomycterus uisae",0,1,0,0
