"","rank","found_taxa","ncbi_sp","genus","family","order","class","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","freshwater_only","hybrid"
"17258","genus","Epinephelus","Epinephelus coioides  EcCh","Epinephelus","Serranidae","Perciformes","Teleostei","Epinephelus","Epinephelus",126068,NA,"accepted",NA,0,NA
"17259","genus","Epinephelus","Epinephelus coioides  EcHe","Epinephelus","Serranidae","Perciformes","Teleostei","Epinephelus","Epinephelus",126068,NA,"accepted",NA,0,NA
"17260","genus","Epinephelus","Epinephelus coioides  EcBu","Epinephelus","Serranidae","Perciformes","Teleostei","Epinephelus","Epinephelus",126068,NA,"accepted",NA,0,NA
"17261","genus","Epinephelus","Epinephelus coioides  EcDa","Epinephelus","Serranidae","Perciformes","Teleostei","Epinephelus","Epinephelus",126068,NA,"accepted",NA,0,NA
"17262","genus","Epinephelus","Epinephelus coioides  EcBa","Epinephelus","Serranidae","Perciformes","Teleostei","Epinephelus","Epinephelus",126068,NA,"accepted",NA,0,NA
"17263","genus","Stokellia","Stokellia anisodon  Stokanis","Stokellia","Retropinnidae","Osmeriformes","Teleostei","Stokellia","Stokellia",NA,NA,NA,NA,NA,NA
"17264","genus","Retropinna","Retropinna retropinna  RAp","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17265","genus","Retropinna","Retropinna semoni ADM  ASCurrb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17266","genus","Retropinna","Retropinna semoni ADM  ASCurra","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17267","genus","Retropinna","Retropinna semoni ADM  ASAlbf","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17268","genus","Retropinna","Retropinna semoni ADM  ASAlbb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17269","genus","Retropinna","Retropinna semoni ADM  ASSwanh","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17270","genus","Retropinna","Retropinna semoni ADM  ASSwanc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17271","genus","Retropinna","Retropinna semoni ADM  ASBryj","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17272","genus","Retropinna","Retropinna semoni ADM  ASBryh","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17273","genus","Retropinna","Retropinna semoni ADM  ASBerrb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17274","genus","Retropinna","Retropinna semoni ADM  ASBerra","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17275","genus","Retropinna","Retropinna semoni MDB  ASb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17276","genus","Retropinna","Retropinna semoni MDB  ASMurrd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17277","genus","Retropinna","Retropinna semoni MDB  ASMurrc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17278","genus","Retropinna","Retropinna semoni MDB  ASd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17279","genus","Retropinna","Retropinna semoni MDB  ASGoulf","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17280","genus","Retropinna","Retropinna semoni MDB  ASGoula","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17281","genus","Retropinna","Retropinna semoni MDB  ASc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17282","genus","Retropinna","Retropinna tasmanica TAS  ASDerwg","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17283","genus","Retropinna","Retropinna tasmanica TAS  ASDerwf","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17284","genus","Retropinna","Retropinna tasmanica TAS  ASDerwd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17285","genus","Retropinna","Retropinna tasmanica TAS  ASDerw","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17286","genus","Retropinna","Retropinna tasmanica TAS  ASLaste","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17287","genus","Retropinna","Retropinna tasmanica TAS  ASLastd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17288","genus","Retropinna","Retropinna tasmanica TAS  ASLastc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17289","genus","Retropinna","Retropinna tasmanica TAS  ASLast","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17290","genus","Retropinna","Retropinna tasmanica TAS  ASForr","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17291","genus","Retropinna","Retropinna tasmanica TAS  ASMersg","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17292","genus","Retropinna","Retropinna tasmanica TAS  ASMersd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17293","genus","Retropinna","Retropinna tasmanica TAS  ASMersc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17294","genus","Retropinna","Retropinna tasmanica TAS  ASMers","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17295","genus","Retropinna","Retropinna tasmanica TAS  ASDucke","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17296","genus","Retropinna","Retropinna tasmanica TAS  ASDuckd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17297","genus","Retropinna","Retropinna tasmanica TAS  ASDuckc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17298","genus","Retropinna","Retropinna tasmanica TAS  ASDuck","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17299","genus","Retropinna","Retropinna semoni ADM  ASGlenf","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17300","genus","Retropinna","Retropinna semoni ADM  ASGlene","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17301","genus","Retropinna","Retropinna semoni ADM  ASGlend","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17302","genus","Retropinna","Retropinna semoni ADM  ASGlenc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17303","genus","Retropinna","Retropinna semoni ADM  ASd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17304","genus","Retropinna","Retropinna semoni ADM  ASc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17305","genus","Retropinna","Retropinna semoni ADM  ASb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17306","genus","Retropinna","Retropinna semoni TAS  ASg","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17307","genus","Retropinna","Retropinna semoni TAS  ASd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17308","genus","Retropinna","Retropinna semoni TAS  ASc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17309","genus","Retropinna","Retropinna semoni ADM  ASTolg","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17310","genus","Retropinna","Retropinna semoni ADM  ASTolf","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17311","genus","Retropinna","Retropinna semoni ADM  ASTole","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17312","genus","Retropinna","Retropinna semoni ADM  ASTold","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17313","genus","Retropinna","Retropinna semoni ADM  ASTolc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17314","genus","Retropinna","Retropinna semoni ADM  ASg","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17315","genus","Retropinna","Retropinna semoni TAS  ASYarrg","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17316","genus","Retropinna","Retropinna semoni TAS  ASYarrf","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17317","genus","Retropinna","Retropinna semoni TAS  ASYarre","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17318","genus","Retropinna","Retropinna semoni TAS  ASYarrd","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17319","genus","Retropinna","Retropinna semoni TAS  ASYarrc","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17320","genus","Retropinna","Retropinna semoni SEC  ASb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17321","genus","Retropinna","Retropinna semoni SEC  ASNepb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17322","genus","Retropinna","Retropinna semoni SEC  ASNepa","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17323","genus","Retropinna","Retropinna semoni SEC  ASBurri","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17324","genus","Retropinna","Retropinna semoni SEC  ASTuck","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17325","genus","Retropinna","Retropinna semoni SEC  ASMagu","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17326","genus","Retropinna","Retropinna semoni SEQb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17327","genus","Retropinna","Retropinna semoni SEQa","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17328","genus","Retropinna","Retropinna semoni CEQ  ASb","Retropinna","Retropinnidae","Osmeriformes","Teleostei","Retropinna","Retropinna",NA,NA,NA,NA,NA,NA
"17329","genus","Clarias","Clarias batrachus  SRLTDCSFDab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17330","genus","Clarias","Clarias batrachus  SRLTDCSRDab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17331","genus","Clarias","Clarias batrachus  SRMTDCSFEab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17332","genus","Clarias","Clarias batrachus  SRMTDCSREab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17333","genus","Clarias","Clarias batrachus  SRTMSRCab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17334","genus","Clarias","Clarias batrachus  SRTMSFCab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17335","genus","Clarias","Clarias batrachus  SRCSRBab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17336","genus","Clarias","Clarias batrachus  SRCSFBab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17337","genus","Clarias","Clarias batrachus  SRTLSRAab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17338","genus","Clarias","Clarias batrachus  SRTLSFAab","Clarias","Clariidae","Siluriformes","Teleostei","Clarias","Clarias",268785,NA,"accepted",NA,0,NA
"17339","genus","Parabotia","Parabotia curtus mtg","Parabotia","Cobitidae","Cypriniformes","Teleostei","Parabotia","Parabotia",NA,NA,NA,NA,NA,NA
"17340","genus","Cyprinus","Cyprinus carpio  qingtian","Cyprinus","Cyprinidae","Cypriniformes","Teleostei","Cyprinus","Cyprinus",154280,NA,"accepted",NA,0,NA
"17341","genus","Atherinopsis","Atherinopsis caliniensis","Atherinopsis","Atherinidae","Atheriniformes","Teleostei","Atherinopsis","Atherinopsis",268432,268432,"accepted",NA,0,NA
"17342","genus","Hemichromis","Hemichromis cristatus","Hemichromis","Cichlidae","Cichliformes","Teleostei","Hemichromis","Hemichromis",269338,NA,"accepted",NA,0,NA
"17343","genus","Hemichromis","Hemichromis lifalili","Hemichromis","Cichlidae","Cichliformes","Teleostei","Hemichromis","Hemichromis",269338,NA,"accepted",NA,0,NA
"17344","genus","Hemichromis","Hemichromis cerasogaster","Hemichromis","Cichlidae","Cichliformes","Teleostei","Hemichromis","Hemichromis",269338,NA,"accepted",NA,0,NA
"17345","genus","Hemichromis","Hemichromis stellifer","Hemichromis","Cichlidae","Cichliformes","Teleostei","Hemichromis","Hemichromis",269338,NA,"accepted",NA,0,NA
"17346","genus","Hemichromis","Hemichromis letourneuxi","Hemichromis","Cichlidae","Cichliformes","Teleostei","Hemichromis","Hemichromis",269338,NA,"accepted",NA,0,NA
"17347","genus","Hemichromis","Hemichromis paynei","Hemichromis","Cichlidae","Cichliformes","Teleostei","Hemichromis","Hemichromis",269338,NA,"accepted",NA,0,NA
"17348","genus","Apionichthys","Apionichthys finis  Sfin","Apionichthys","Achiridae","Pleuronectiformes","Teleostei","Apionichthys","Apionichthys",268344,268344,"accepted",NA,0,NA
"17349","genus","Apionichthys","Apionichthys dumerili  Adum","Apionichthys","Achiridae","Pleuronectiformes","Teleostei","Apionichthys","Apionichthys",268344,268344,"accepted",NA,0,NA
"17350","genus","Apionichthys","Apionichthys menezesi JBLS  Amen","Apionichthys","Achiridae","Pleuronectiformes","Teleostei","Apionichthys","Apionichthys",268344,268344,"accepted",NA,0,NA
"17351","genus","Hypoclinemus","Hypoclinemus mentalis  Hmen","Hypoclinemus","Achiridae","Pleuronectiformes","Teleostei","Hypoclinemus","Hypoclinemus",NA,NA,NA,NA,NA,NA
"17352","genus","Coradion","Coradion calendula CSIRO","Coradion","Chaetodontidae","Acanthuriformes","Teleostei","Coradion","Coradion",NA,NA,NA,NA,NA,NA
"17353","genus","Coradion","Coradion chrysozonus CSIRO","Coradion","Chaetodontidae","Acanthuriformes","Teleostei","Coradion","Coradion",NA,NA,NA,NA,NA,NA
"17354","genus","Gobiomorphus","Gobiomorphus coxii  Gcoxii","Gobiomorphus","Eleotridae","Gobiiformes","Teleostei","Gobiomorphus","Gobiomorphus",NA,NA,NA,NA,NA,NA
"17355","genus","Gobiomorphus","Gobiomorphus australis tralis","Gobiomorphus","Eleotridae","Gobiiformes","Teleostei","Gobiomorphus","Gobiomorphus",NA,NA,NA,NA,NA,NA
"17356","genus","Channa","Channa marulius  s   Caur","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17357","genus","Channa","Channa limbata  s   Clim","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17358","genus","Channa","Channa  PMb  s   Cuma","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17359","genus","Channa","Channa  PMa","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17360","genus","Channa","Channa pulchra  s    Cpul","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17361","genus","Channa","Channa gachua  s    Cgac","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17362","genus","Channa","Channa burmanica  s   Cbur","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17363","genus","Channa","Channa ornatipinnis  s   Corn","Channa","Channidae","Anabantiformes","Teleostei","Channa","Channa",268714,NA,"accepted",NA,0,NA
"17364","genus","Parachanna","Parachanna obscura  s   Cobs","Parachanna","Channidae","Anabantiformes","Teleostei","Parachanna","Parachanna",NA,NA,NA,NA,NA,NA
"17365","genus","Parachanna","Parachanna insignis  s    Pins","Parachanna","Channidae","Anabantiformes","Teleostei","Parachanna","Parachanna",NA,NA,NA,NA,NA,NA
"17366","genus","Polyipnus","Polyipnus polli  Polyipnuspolli","Polyipnus","Sternoptychidae","Stomiiformes","Teleostei","Polyipnus","Polyipnus",NA,NA,NA,NA,NA,NA
"17367","genus","Pholis","Pholis fasciata  Pholisfasciata","Pholis","Pholidae","Perciformes","Teleostei","Pholis","Pholis",NA,NA,NA,NA,NA,NA
"17368","genus","Paraliparis","Paraliparis garmani  Paraliparisgarmani","Paraliparis","Liparidae","Perciformes","Teleostei","Paraliparis","Paraliparis",126161,NA,"accepted",NA,0,NA
"17369","genus","Paraliparis","Paraliparis bathybius  Paraliparisbathybius","Paraliparis","Liparidae","Perciformes","Teleostei","Paraliparis","Paraliparis",126161,NA,"accepted",NA,0,NA
"17370","genus","Oncorhynchus","Oncorhynchus gorbuscha  Oncorhynchusgorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Teleostei","Oncorhynchus","Oncorhynchus",126140,NA,"accepted",NA,0,NA
"17371","genus","Lycodonus","Lycodonus flagellicauda  Lycodonusflagellicauda","Lycodonus","Zoarcidae","Perciformes","Teleostei","Lycodonus","Lycodonus",126105,126105,"accepted",NA,0,NA
"17372","genus","Lycodes","Lycodes vahlii  Lycodesvahlii","Lycodes","Zoarcidae","Perciformes","Teleostei","Lycodes","Lycodes",126104,NA,"accepted",NA,0,NA
"17373","genus","Lycodes","Lycodes squamiventer  Lycodessquamiventer","Lycodes","Zoarcidae","Perciformes","Teleostei","Lycodes","Lycodes",126104,NA,"accepted",NA,0,NA
"17374","genus","Lycodes","Lycodes luetkenii  Lycodesluetkenii","Lycodes","Zoarcidae","Perciformes","Teleostei","Lycodes","Lycodes",126104,NA,"accepted",NA,0,NA
"17375","genus","Lycodes","Lycodes vahlii  Lycodesgracilis","Lycodes","Zoarcidae","Perciformes","Teleostei","Lycodes","Lycodes",126104,NA,"accepted",NA,0,NA
"17376","genus","Lycenchelys","Lycenchelys paxillus  Lycenchelyspaxillus","Lycenchelys","Zoarcidae","Perciformes","Teleostei","Lycenchelys","Lycenchelys",126103,NA,"accepted",NA,0,NA
"17377","genus","Ceratias","Ceratias holboelli  Ceratiasholboelli","Ceratias","Ceratiidae","Lophiiformes","Teleostei","Ceratias","Ceratias",125794,NA,"accepted",NA,0,NA
"17378","genus","Flagellostomias","Flagellostomias boureei  Flagellostomiasboureei","Flagellostomias","Stomiidae","Stomiiformes","Teleostei","Flagellostomias","Flagellostomias",NA,NA,NA,NA,NA,NA
