query,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method
ASV1082,species,Pseudopedinella elastica,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pseudopedinella,Pseudopedinella elastica,best hit
ASV1086,species,Pseudocalanus acuspes,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit
ASV1088,species,Ismaila volatilis,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Splanchnotrophidae,Ismaila,Ismaila volatilis,best hit
ASV1091,species,Skeletonema tropicum,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema tropicum,best hit
ASV1098,species,Aphrocallistes vastus,Metazoa,Porifera,Hexactinellida,Hexactinosida,Aphrocallistidae,Aphrocallistes,Aphrocallistes vastus,best hit
ASV1100,species,Rhizaria sp.,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Rhizaria sp.,best hit
ASV1104,species,Gomphonema parvulum,Eukaryota,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema parvulum,best hit
ASV1105,species,Peteroma laonome,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Peteroma,Peteroma laonome,best hit
ASV1106,species,Haptoglossa sp. DM2 4/12,Eukaryota,unknown phylum,Oomycota,unknown order,unknown family,Haptoglossa,Haptoglossa sp. DM2 4/12,best hit
ASV1107,species,Chaetognatha environmental sample,Metazoa,Chaetognatha,unknown class,unknown order,unknown family,unknown genus,Chaetognatha environmental sample,best hit
ASV1108,species,Phaeocystis antarctica,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis antarctica,best hit
ASV1109,species,Phytophthora gregata,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora gregata,best hit
ASV1116,species,Pseudocalanus newmani,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit
ASV1143,species,Caryophyllia ralphae,Metazoa,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia ralphae,best hit
ASV1153,species,Callophyllis nana,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,Callophyllis nana,best hit
ASV1183,species,Dactylosiphon bullosus,Eukaryota,unknown phylum,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Dactylosiphon,Dactylosiphon bullosus,best hit
ASV1184,species,Planosiphon zosterifolius,Eukaryota,unknown phylum,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Planosiphon,Planosiphon zosterifolius,best hit
ASV1196,species,Centropages abdominalis,Metazoa,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages abdominalis,best hit
ASV1198,species,Pleurosigma strigosum,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma strigosum,best hit
ASV1201,species,Phytophthora chlamydospora,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora chlamydospora,best hit
ASV1202,species,Chrysoparadoxa australica,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,Chrysoparadoxa,Chrysoparadoxa australica,best hit
ASV1209,species,Protoperidinium cf. depressum,Eukaryota,unknown phylum,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum,best hit
ASV1214,species,Desmacella cf. annexa CM-2010,Metazoa,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,Desmacella cf. annexa CM-2010,best hit
ASV1223,species,Pterothamnion sp. 4GWS,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pterothamnion,Pterothamnion sp. 4GWS,best hit
ASV1239,species,Heringita heringi,Metazoa,Arthropoda,Insecta,Lepidoptera,Autostichidae,Heringita,Heringita heringi,best hit
ASV1248,species,Neoscona arabesca,Metazoa,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona arabesca,best hit
ASV1249,species,Asterionellopsis thurstonii,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis thurstonii,best hit
ASV1262,species,Phytophthora quininea,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora quininea,best hit
ASV1264,species,Polycirrus phosphoreus,Metazoa,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus phosphoreus,best hit
ASV1267,species,Pterothamnion sp. 4GWS,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Pterothamnion,Pterothamnion sp. 4GWS,best hit
ASV1276,species,Colpomenia sp. 1peregrina,Eukaryota,unknown phylum,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia,Colpomenia sp. 1peregrina,best hit
ASV1284,species,Pedospumella sinomuralis,Eukaryota,unknown phylum,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis,best hit
ASV1293,species,Polaribacter sp. SA4-10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. SA4-10,best hit
ASV1311,species,Thysanoessa spinifera,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa spinifera,best hit
ASV1318,species,Schimmelmannia schousboei,Eukaryota,Rhodophyta,Florideophyceae,Acrosymphytales,Schimmelmanniaceae,Schimmelmannia,Schimmelmannia schousboei,best hit
ASV1323,species,Fallicambarus kountzeae,Metazoa,Arthropoda,Malacostraca,Decapoda,Cambaridae,Fallicambarus,Fallicambarus kountzeae,best hit
ASV1326,species,invertebrate environmental sample,Metazoa,unknown phylum,unknown class,unknown order,unknown family,unknown genus,invertebrate environmental sample,best hit
ASV1336,species,Altica sp. BOLD:AAM7800,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Altica,Altica sp. BOLD:AAM7800,best hit
ASV1337,species,zooplankton environmental sample,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,zooplankton environmental sample,best hit
ASV1342,species,Tonna galea,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Tonnidae,Tonna,Tonna galea,best hit
ASV1349,species,Tetraselmis sp. CCMP 881,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp. CCMP 881,best hit
ASV1352,species,Asterionellopsis tropicalis,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis tropicalis,best hit
ASV1355,species,Cyanea sp. 06-PROBE-03509,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea sp. 06-PROBE-03509,best hit
ASV1364,species,Pythium sp. CAL-2011c,Eukaryota,unknown phylum,Oomycota,Pythiales,Pythiaceae,Pythium,Pythium sp. CAL-2011c,best hit
ASV1366,species,Formosa sp. L2A11,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. L2A11,best hit
ASV1368,species,Pleurosigma strigosum,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma strigosum,best hit
ASV1383,species,Vexillifera bacillipedes,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,Vexillifera,Vexillifera bacillipedes,best hit
ASV1387,species,Phytophthora palmivora,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora palmivora,best hit
ASV1388,species,zooplankton environmental sample,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,zooplankton environmental sample,best hit
ASV1394,species,Compsomyax subdiaphana,Metazoa,Mollusca,Bivalvia,Veneroida,Veneridae,Compsomyax,Compsomyax subdiaphana,best hit
ASV1396,species,Gandaritis pyraliata,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Gandaritis,Gandaritis pyraliata,best hit
ASV1403,species,Hyaloperonospora nasturtii-aquatici,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora nasturtii-aquatici,best hit
ASV1412,species,Tenacibaculum sp. DSM 106434,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum sp. DSM 106434,best hit
ASV1439,species,Phytophthora hydrogena,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora hydrogena,best hit
ASV1442,species,Melobesia sp. 2Cal,Eukaryota,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Melobesia,Melobesia sp. 2Cal,best hit
ASV1445,species,Berkeleya fennica,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya,Berkeleya fennica,best hit
ASV1456,species,Achlya hypogyna,Eukaryota,unknown phylum,Oomycota,Saprolegniales,Saprolegniaceae,Achlya,Achlya hypogyna,best hit
ASV1465,species,Thysanoessa spinifera,Metazoa,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,Thysanoessa spinifera,best hit
ASV1469,species,Candidatus Fonsibacter ubiquis,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,unknown family,Candidatus Fonsibacter,Candidatus Fonsibacter ubiquis,best hit
ASV1473,species,invertebrate environmental sample,Metazoa,unknown phylum,unknown class,unknown order,unknown family,unknown genus,invertebrate environmental sample,best hit
ASV1476,species,Halichrysis concrescens,Eukaryota,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Halichrysis,Halichrysis concrescens,best hit
ASV1479,species,Clupea pallasii,Metazoa,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,best hit
ASV1491,species,Balanus sp. HLC-24243,Metazoa,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus sp. HLC-24243,best hit
ASV1515,species,Aglaophenia tubulifera,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,best hit
ASV1554,species,Opisthosiphon eleutheraense,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Pomatiidae,Opisthosiphon,Opisthosiphon eleutheraense,best hit
ASV1571,species,Chaetoceros sp. 19 LG-2014,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014,best hit
ASV1577,species,Peyssonnelia dubyi,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Peyssonnelia,Peyssonnelia dubyi,best hit
ASV1583,species,Pseudocalanus newmani,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit
ASV1587,species,Phytomyza sp. BOLD:ACG7882,Metazoa,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,Phytomyza sp. BOLD:ACG7882,best hit
ASV1596,species,Mycetophilidae sp. BOLD-2016,Metazoa,Arthropoda,Insecta,Diptera,Mycetophilidae,unknown genus,Mycetophilidae sp. BOLD-2016,best hit
ASV1598,species,Peronospora bulbocapni,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora bulbocapni,best hit
ASV1599,species,Haptoglossa sp. DM2 4/12,Eukaryota,unknown phylum,Oomycota,unknown order,unknown family,Haptoglossa,Haptoglossa sp. DM2 4/12,best hit
ASV1605,species,Selatosomus melancholicus,Metazoa,Arthropoda,Insecta,Coleoptera,Elateridae,Selatosomus,Selatosomus melancholicus,best hit
ASV1608,species,Pseudocalanus acuspes,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit
ASV1611,species,Formosa agariphila KMM 3901,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa agariphila KMM 3901,best hit
ASV1612,species,Phytophthora sp. 'guadalupesoil',Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sp. 'guadalupesoil',best hit
ASV1616,species,Candidatus Pelagibacter ubique HTCC1062,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique HTCC1062,best hit
ASV1618,species,Rhizaria sp.,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Rhizaria sp.,best hit
ASV1629,species,Saxidomus gigantea,Metazoa,Mollusca,Bivalvia,Veneroida,Veneridae,Saxidomus,Saxidomus gigantea,best hit
ASV1630,species,uncultured dinoflagellate,Eukaryota,unknown phylum,Dinophyceae,unknown order,unknown family,unknown genus,uncultured dinoflagellate,best hit
ASV1636,species,Flavobacteriaceae bacterium,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unknown genus,Flavobacteriaceae bacterium,best hit
ASV1651,species,Annelida sp. BOLD:ACR0235,Metazoa,Annelida,unknown class,unknown order,unknown family,unknown genus,Annelida sp. BOLD:ACR0235,best hit
ASV1657,species,Diolcogaster sp. jft66,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Diolcogaster,Diolcogaster sp. jft66,best hit
ASV1661,species,Tripleuchlanis plicata,Metazoa,Rotifera,Monogononta,Ploima,Euchlanidae,Tripleuchlanis,Tripleuchlanis plicata,best hit
ASV1663,species,Vexillifera expectata,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,Vexillifera,Vexillifera expectata,best hit
ASV1670,species,Ectocarpus sp. 6 AP-2014,Eukaryota,unknown phylum,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,Ectocarpus sp. 6 AP-2014,best hit
ASV1672,species,Phytophthora lateralis,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,best hit
ASV1688,species,Dictyuchus monosporus,Eukaryota,unknown phylum,Oomycota,Saprolegniales,Saprolegniaceae,Dictyuchus,Dictyuchus monosporus,best hit
ASV1714,species,Synisoma acuminatum,Metazoa,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synisoma,Synisoma acuminatum,best hit
ASV1716,species,Clastoptera sp. WCW-2003h,Metazoa,Arthropoda,Insecta,Hemiptera,Clastopteridae,Clastoptera,Clastoptera sp. WCW-2003h,best hit
ASV1720,species,uncultured dinoflagellate,Eukaryota,unknown phylum,Dinophyceae,unknown order,unknown family,unknown genus,uncultured dinoflagellate,best hit
ASV1722,species,Cylindrotheca closterium,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,best hit
ASV1727,species,Clytia paulensis,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia,Clytia paulensis,best hit
ASV1737,species,Chaetoceros socialis,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,best hit
ASV1746,species,Tortanus discaudatus,Metazoa,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit
ASV1753,species,Evadne nordmanni,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,Evadne nordmanni,best hit
ASV1780,species,Euthraulus sp. EU3_S2148_2,Metazoa,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,Euthraulus sp. EU3_S2148_2,best hit
ASV1790,species,uncultured Kareniaceae,Eukaryota,unknown phylum,Dinophyceae,Gymnodiniales,Kareniaceae,unknown genus,uncultured Kareniaceae,best hit
ASV1792,species,Stigmella incognitella,Metazoa,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,Stigmella incognitella,best hit
ASV1795,species,Allantus sp. BOLD-2016,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Allantus,Allantus sp. BOLD-2016,best hit
ASV1802,species,Seculamonas ecuadoriensis,Eukaryota,unknown phylum,unknown class,Jakobida,unknown family,Seculamonas,Seculamonas ecuadoriensis,best hit
ASV1811,species,Trieres chinensis,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Trieres,Trieres chinensis,best hit
ASV1819,species,Haptoglossa zoospora,Eukaryota,unknown phylum,Oomycota,unknown order,unknown family,Haptoglossa,Haptoglossa zoospora,best hit
ASV1865,species,Candidatus Pelagibacter sp. IMCC9063,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,best hit
ASV1867,species,Micromonas pusilla CCMP1545,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla CCMP1545,best hit
ASV1883,species,Pectinaria aff. granulata CMC01,Metazoa,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria aff. granulata CMC01,best hit
ASV1885,species,Candidatus Pelagibacter giovannonii,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter giovannonii,best hit
ASV1893,species,Emiliania huxleyi,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,best hit
ASV1898,species,Pseudocalanus moultoni,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus moultoni,best hit
ASV1900,species,Bathycoccus prasinos,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos,best hit
ASV1901,species,Skeletonema dohrnii,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,best hit
ASV1903,species,Acanthamoeba comandoni,Eukaryota,Discosea,unknown class,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba comandoni,best hit
ASV1908,species,invertebrate environmental sample,Metazoa,unknown phylum,unknown class,unknown order,unknown family,unknown genus,invertebrate environmental sample,best hit
ASV1921,species,Skeletonema menzelii,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,best hit
ASV1923,species,Phytophthora dauci,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora dauci,best hit
ASV1925,species,Acartia californiensis,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia californiensis,best hit
ASV1931,species,Cryphia sp. PK04,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cryphia,Cryphia sp. PK04,best hit
ASV1937,species,Earleria panicula,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Earleria,Earleria panicula,best hit
ASV1938,species,Pedospumella sp. JBM19,Eukaryota,unknown phylum,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19,best hit
ASV1948,species,Pseudocalanus newmani,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit
ASV1949,species,Candidatus Pelagibacter ubique HTCC1062,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique HTCC1062,best hit
ASV1956,species,Skeletonema costatum,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema costatum,best hit
ASV1964,species,Chordariaceae sp. 7 AP-2014,Eukaryota,unknown phylum,Phaeophyceae,Ectocarpales,Chordariaceae,unknown genus,Chordariaceae sp. 7 AP-2014,best hit
ASV1971,species,Praya dubia,Metazoa,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,Praya,Praya dubia,best hit
ASV1972,species,Hyalosphenia elegans,Eukaryota,Tubulinea,Elardia,Arcellinida,Hyalospheniidae,Hyalosphenia,Hyalosphenia elegans,best hit
ASV1975,species,Pseudocalanus moultoni,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus moultoni,best hit
ASV1994,species,Prosopodonta limbata,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Prosopodonta,Prosopodonta limbata,best hit
ASV2003,species,uncultured dinoflagellate,Eukaryota,unknown phylum,Dinophyceae,unknown order,unknown family,unknown genus,uncultured dinoflagellate,best hit
ASV2013,species,Salegentibacter sp. T436,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter sp. T436,best hit
ASV2024,species,Cylindrotheca closterium,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,best hit
ASV2026,species,Cyanea sp. 06-PROBE-03509,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,Cyanea,Cyanea sp. 06-PROBE-03509,best hit
ASV2030,species,Platypleura sp. 16 MHV-2009,Metazoa,Arthropoda,Insecta,Hemiptera,Cicadidae,Platypleura,Platypleura sp. 16 MHV-2009,best hit
ASV2036,species,Peronospora lamii,Eukaryota,unknown phylum,Oomycota,Peronosporales,Peronosporaceae,Peronospora,Peronospora lamii,best hit
ASV2040,species,uncultured Prorocentrum,Eukaryota,unknown phylum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,uncultured Prorocentrum,best hit
ASV2060,species,Xenophora solarioides,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Xenophoridae,Xenophora,Xenophora solarioides,best hit
ASV2070,species,Vizcaino viscainensis,Metazoa,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Vizcaino,Vizcaino viscainensis,best hit
ASV2075,species,Paraphysomonas sp.,Eukaryota,unknown phylum,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas sp.,best hit
ASV2078,species,Appalachioria falcifera,Metazoa,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Appalachioria,Appalachioria falcifera,best hit
