accession,found_taxa,common_name,rank,taxa_verbatim,taxonomy_search,hybrid,worms_sciname,worms_aphiaid,original_aphiaid,status,unacceptreason,valid_authority,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only,n_dups
KY563343,Cottus volki,NA,species,Cottus volki,Cottus volki,NA,Cottus volki,1015648,1015648,accepted,NA,"Taranetz, 1933",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus,1,0,1
KY563344,Cottus volki,NA,species,Cottus volki,Cottus volki,NA,Cottus volki,1015648,1015648,accepted,NA,"Taranetz, 1933",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus,1,0,1
KY563345,Cottus amblystomopsis,NA,species,Cottus amblystomopsis,Cottus amblystomopsis,NA,Cottus amblystomopsis,274367,274367,accepted,NA,"Schmidt, 1904",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus,0,0,1
KY569440,Kryptopterus bicirrhis,NA,species,Kryptopterus bicirrhis,Kryptopterus bicirrhis,NA,Kryptopterus bicirrhis,1022390,1022390,accepted,NA,"(Valenciennes, 1840)",Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Kryptopterus,1,0,1
KY581571,Atractosteus tristoechus,NA,species,Atractosteus tristoechus,Atractosteus tristoechus,NA,Atractosteus tristoechus,405353,405353,accepted,NA,"(Bloch & Schneider, 1801)",Animalia,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Atractosteus,0,0,1
KY606168,Trichopodus pectoralis,NA,species,Trichopodus pectoralis,Trichopodus pectoralis,NA,Trichopodus pectoralis,1017825,1017825,accepted,NA,"Regan, 1910",Animalia,Chordata,Teleostei,Anabantiformes,Osphronemidae,Trichopodus,1,0,1
KY606169,Trichopodus pectoralis,NA,species,Trichopodus pectoralis,Trichopodus pectoralis,NA,Trichopodus pectoralis,1017825,1017825,accepted,NA,"Regan, 1910",Animalia,Chordata,Teleostei,Anabantiformes,Osphronemidae,Trichopodus,1,0,1
KY609155,Mastacembelus erythrotaenia,NA,species,Mastacembelus erythrotaenia,Mastacembelus erythrotaenia,NA,Mastacembelus erythrotaenia,1021164,1021164,accepted,NA,"Bleeker, 1850",Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,1,0,1
KY609156,Mastacembelus armatus,NA,species,Mastacembelus armatus,Mastacembelus armatus,NA,Mastacembelus armatus,281527,281527,accepted,NA,"(Lacepède, 1800)",Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,0,0,1
KY628301,Pungitius sinensis,NA,species,Pungitius kaibarae,Pungitius kaibarae,NA,Pungitius sinensis,272522,400931,unaccepted,synonym,"(Guichenot, 1869)",Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius,0,0,1
KY628303,Pungitius sinensis,NA,species,Pungitius kaibarae,Pungitius kaibarae,NA,Pungitius sinensis,272522,400931,unaccepted,synonym,"(Guichenot, 1869)",Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius,0,0,1
KY657279,Xiphister atropurpureus,NA,species,Xiphister atropurpureus,Xiphister atropurpureus,NA,Xiphister atropurpureus,283194,283194,accepted,NA,"(Kittlitz, 1858)",Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0,0,1
KY660677,Ambloplites rupestris,NA,species,Ambloplites rupestris,Ambloplites rupestris,NA,Ambloplites rupestris,151293,151293,accepted,NA,"(Rafinesque, 1817)",Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Ambloplites,1,0,1
KY660678,Etheostoma caeruleum,NA,species,Etheostoma caeruleum,Etheostoma caeruleum,NA,Etheostoma caeruleum,1022036,1022036,accepted,NA,"Storer, 1845",Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,1,0,1
KY677758,Diodon hystrix,NA,species,Diodon hystrix,Diodon hystrix,NA,Diodon hystrix,127403,127403,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Diodon,0,0,1
KY710750,Kryptopterus vitreolus,NA,species,Kryptopterus vitreolus,Kryptopterus vitreolus,NA,Kryptopterus vitreolus,1007332,1007332,accepted,NA,"Ng & Kottelat, 2013",Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Kryptopterus,1,0,1
KY747394,Sorubim lima,NA,species,Sorubim lima,Sorubim lima,NA,Sorubim lima,1016883,1016883,accepted,NA,"(Bloch & Schneider, 1801)",Animalia,Chordata,Teleostei,Siluriformes,Pimelodidae,Sorubim,1,0,1
KY747492,Etheostoma okaloosae,NA,species,Etheostoma okaloosae,Etheostoma okaloosae,NA,Etheostoma okaloosae,1525185,1525185,accepted,NA,"(Fowler, 1941)",Animalia,Chordata,Teleostei,Perciformes,Percidae,Etheostoma,1,0,1
KY767672,Clarias batrachus,NA,species,Clarias batrachus,Clarias batrachus,NA,Clarias batrachus,280201,280201,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias,0,0,1
KY769128,Alosa sapidissima,NA,species,Alosa sapidissima,Alosa sapidissima,NA,Alosa sapidissima,158670,158670,accepted,NA,"(Wilson, 1811)",Animalia,Chordata,Teleostei,Clupeiformes,Alosidae,Alosa,0,0,1
KY778751,Plicofollis platystomus,NA,species,Plicofollis platystomus,Plicofollis platystomus,NA,Plicofollis platystomus,282299,282299,accepted,NA,"(Day, 1877)",Animalia,Chordata,Teleostei,Siluriformes,Ariidae,Plicofollis,0,0,1
KY778752,Brevitrygon walga,NA,species,Brevitrygon walga,Brevitrygon walga,NA,Brevitrygon walga,1042826,1042826,accepted,NA,"(Müller & Henle, 1841)",Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Brevitrygon,0,0,1
KY778753,Johnius belangerii,NA,species,Johnius belangerii,Johnius belangerii,NA,Johnius belangerii,276099,276099,accepted,NA,"(Cuvier, 1830)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius,0,0,1
KY778754,Leiognathus brevirostris,NA,species,Leiognathus brevirostris,Leiognathus brevirostris,NA,Leiognathus brevirostris,273618,273618,accepted,NA,"(Valenciennes, 1835)",Animalia,Chordata,Teleostei,Acanthuriformes,Leiognathidae,Leiognathus,0,0,1
KY779851,Sarcocheilichthys kiangsiensis,NA,species,Sarcocheilichthys kiangsiensis,Sarcocheilichthys kiangsiensis,NA,Sarcocheilichthys kiangsiensis,1011812,1011812,accepted,NA,"Nichols, 1930",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Sarcocheilichthys,1,0,1
KY779852,Macropodus opercularis,NA,species,Macropodus chinensis,Macropodus chinensis,NA,Macropodus opercularis,1016961,1533985,unaccepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Anabantiformes,Osphronemidae,Macropodus,0,0,1
KY779853,Pseudobagrus tenuis,NA,species,Pseudobagrus tenuis,Pseudobagrus tenuis,NA,Pseudobagrus tenuis,1020453,1020453,accepted,NA,"(Günther, 1873)",Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus,1,0,1
KY783659,Cottus czerskii,NA,species,Cottus czerskii,Cottus czerskii,NA,Cottus czerskii,1015693,1015693,accepted,NA,"Berg, 1913",Animalia,Chordata,Teleostei,Perciformes,Cottidae,Cottus,1,0,1
KY798142,Hippocampus mohnikei,NA,species,Hippocampus mohnikei,Hippocampus mohnikei,NA,Hippocampus mohnikei,275202,275202,accepted,NA,"Bleeker, 1853",Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,0,0,1
KY798443,Geotria australis,NA,species,Geotria australis,Geotria australis,NA,Geotria australis,234686,234686,accepted,NA,"Gray, 1851",Animalia,Chordata,Petromyzonti,Petromyzontiformes,Geotriidae,Geotria,0,0,1
KY798444,Mordacia mordax,NA,species,Mordacia mordax,Mordacia mordax,NA,Mordacia mordax,281595,281595,accepted,NA,"(Richardson, 1846)",Animalia,Chordata,Petromyzonti,Petromyzontiformes,Mordaciidae,Mordacia,0,0,1
KY798445,Anguilla reinhardtii,NA,species,Anguilla reinhardtii,Anguilla reinhardtii,NA,Anguilla reinhardtii,271711,271711,accepted,NA,"Steindachner, 1867",Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,0,0,1
KY798446,Anguilla australis,NA,species,Anguilla australis,Anguilla australis,NA,Anguilla australis,293541,293541,accepted,NA,"Richardson, 1841",Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,0,0,1
KY798447,Nematalosa erebi,NA,species,Nematalosa erebi,Nematalosa erebi,NA,Nematalosa erebi,278454,278454,accepted,NA,"(Günther, 1868)",Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Nematalosa,0,0,1
KY798448,Percalates colonorum,NA,species,Percalates colonorum,Percalates colonorum,NA,Percalates colonorum,320151,320151,accepted,NA,"(Günther, 1863)",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Percalates,0,0,1
KY798449,NA,NA,NA,Percalates novemaculeata,Percalates novemaculeata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KY798450,Gadopsis bispinosus,NA,species,Gadopsis bispinosus,Gadopsis bispinosus,NA,Gadopsis bispinosus,1012067,1012067,accepted,NA,"Sanger, 1984",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Gadopsis,1,0,1
KY798451,Gadopsis marmoratus,NA,species,Gadopsis marmoratus,Gadopsis marmoratus,NA,Gadopsis marmoratus,1021911,1021911,accepted,NA,"Richardson, 1848",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Gadopsis,1,0,1
KY798452,Maccullochella peelii,NA,species,Maccullochella peelii,Maccullochella peelii,NA,Maccullochella peelii,991273,991273,accepted,NA,"(Mitchell, 1838)",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Maccullochella,1,0,1
KY798453,Maccullochella macquariensis,NA,species,Maccullochella macquariensis,Maccullochella macquariensis,NA,Maccullochella macquariensis,991272,991272,accepted,NA,"(Cuvier, 1829)",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Maccullochella,1,0,1
KY798454,Macquaria australasica,NA,species,Macquaria australasica,Macquaria australasica,NA,Macquaria australasica,991274,991274,accepted,NA,"Cuvier, 1830",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Macquaria,1,0,1
KY798455,Macquaria ambigua,NA,species,Macquaria ambigua,Macquaria ambigua,NA,Macquaria ambigua,1020364,1020364,accepted,NA,"(Richardson, 1845)",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Macquaria,1,0,1
KY798456,Nannoperca obscura,NA,species,Nannoperca obscura,Nannoperca obscura,NA,Nannoperca obscura,281635,281635,accepted,NA,"(Klunzinger, 1872)",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Nannoperca,0,0,1
KY798457,Nannoperca australis,NA,species,Nannoperca australis,Nannoperca australis,NA,Nannoperca australis,1020006,1020006,accepted,NA,"Günther, 1861",Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,Nannoperca,1,0,1
KY798458,Bidyanus bidyanus,NA,species,Bidyanus bidyanus,Bidyanus bidyanus,NA,Bidyanus bidyanus,1019959,1019959,accepted,NA,"(Mitchell, 1838)",Animalia,Chordata,Teleostei,Centrarchiformes,Terapontidae,Bidyanus,1,0,1
KY798459,Leiopotherapon unicolor,NA,species,Leiopotherapon unicolor,Leiopotherapon unicolor,NA,Leiopotherapon unicolor,281283,281283,accepted,NA,"(Günther, 1859)",Animalia,Chordata,Teleostei,Centrarchiformes,Terapontidae,Leiopotherapon,0,0,1
KY798460,Pseudaphritis urvillii,NA,species,Pseudaphritis urvillii,Pseudaphritis urvillii,NA,Pseudaphritis urvillii,282401,282401,accepted,NA,"(Valenciennes, 1832)",Animalia,Chordata,Teleostei,Perciformes,Pseudaphritidae,Pseudaphritis,0,0,1
KY798461,Perca fluviatilis,NA,species,Perca fluviatilis,Perca fluviatilis,NA,Perca fluviatilis,151353,151353,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,0,0,1
KY798462,Oxyeleotris lineolata,NA,species,Oxyeleotris lineolata,Oxyeleotris lineolata,NA,Oxyeleotris lineolata,991293,991293,accepted,NA,"(Steindachner, 1867)",Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Oxyeleotris,1,0,1
KY798463,Hypseleotris klunzingeri,NA,species,Hypseleotris klunzingeri,Hypseleotris klunzingeri,NA,Hypseleotris klunzingeri,1468455,1468455,accepted,NA,"(Ogilby, 1898)",Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Hypseleotris,1,0,1
KY798464,NA,NA,NA,Hypseleotris bucephala,Hypseleotris bucephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KY798465,NA,NA,NA,Hypseleotris acropinna,Hypseleotris acropinna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KY798466,NA,NA,NA,Hypseleotris gymnocephala,Hypseleotris gymnocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
KY798467,Mogurnda adspersa,NA,species,Mogurnda adspersa,Mogurnda adspersa,NA,Mogurnda adspersa,991280,991280,accepted,NA,"(Castelnau, 1878)",Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Mogurnda,1,0,1
KY798468,Philypnodon macrostomus,NA,species,Philypnodon macrostomus,Philypnodon macrostomus,NA,Philypnodon macrostomus,390378,390378,accepted,NA,"Hoese & Reader, 2006",Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Philypnodon,0,0,1
KY798469,Philypnodon grandiceps,NA,species,Philypnodon grandiceps,Philypnodon grandiceps,NA,Philypnodon grandiceps,1021044,1021044,accepted,NA,"(Krefft, 1864)",Animalia,Chordata,Teleostei,Gobiiformes,Eleotridae,Philypnodon,0,0,1
KY798470,Afurcagobius tamarensis,NA,species,Afurcagobius tamarensis,Afurcagobius tamarensis,NA,Afurcagobius tamarensis,279515,279515,accepted,NA,"(Johnston, 1883)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Afurcagobius,0,0,1
KY798471,Tasmanogobius lasti,NA,species,Tasmanogobius lasti,Tasmanogobius lasti,NA,Tasmanogobius lasti,282933,282933,accepted,NA,"Hoese, 1991",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Tasmanogobius,0,0,1
KY798472,Pseudogobius olorum,NA,species,Pseudogobius olorum,Pseudogobius olorum,NA,Pseudogobius olorum,282428,282428,accepted,NA,"(Sauvage, 1880)",Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Pseudogobius,0,0,1
KY798473,Ambassis agassizii,NA,species,Ambassis agassizii,Ambassis agassizii,NA,Ambassis agassizii,991181,991181,accepted,NA,"Steindachner, 1867",Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Ambassidae,Ambassis,1,0,1
KY798474,Atherinosoma microstoma,NA,species,Atherinosoma microstoma,Atherinosoma microstoma,NA,Atherinosoma microstoma,279815,279815,accepted,NA,"(Günther, 1861)",Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinosoma,0,0,1
KY798475,Melanotaenia fluviatilis,NA,species,Melanotaenia fluviatilis,Melanotaenia fluviatilis,NA,Melanotaenia fluviatilis,1423106,1423106,accepted,NA,"(Castelnau, 1878)",Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia,1,0,1
KY798476,Melanotaenia splendida,NA,species,Melanotaenia splendida,Melanotaenia splendida,NA,Melanotaenia splendida,991277,991277,accepted,NA,"(Peters, 1866)",Animalia,Chordata,Teleostei,Atheriniformes,Melanotaeniidae,Melanotaenia,1,0,1
KY798477,Craterocephalus fluviatilis,NA,species,Craterocephalus fluviatilis,Craterocephalus fluviatilis,NA,Craterocephalus fluviatilis,991206,991206,accepted,NA,"McCulloch, 1912",Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Craterocephalus,1,0,1
KY798478,Craterocephalus amniculus,NA,species,Craterocephalus amniculus,Craterocephalus amniculus,NA,Craterocephalus amniculus,1011381,1011381,accepted,NA,"Crowley & Ivantsoff, 1990",Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Craterocephalus,1,0,1
KY798479,Craterocephalus stercusmuscarum,NA,species,Craterocephalus stercusmuscarum,Craterocephalus stercusmuscarum,NA,Craterocephalus stercusmuscarum,991207,991207,accepted,NA,"(Günther, 1867)",Animalia,Chordata,Teleostei,Atheriniformes,Atherinidae,Craterocephalus,1,0,1
KY798480,Gambusia holbrooki,NA,species,Gambusia holbrooki,Gambusia holbrooki,NA,Gambusia holbrooki,276134,276134,accepted,NA,"Girard, 1859",Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia,0,0,1
KY798481,Misgurnus anguillicaudatus,NA,species,Misgurnus anguillicaudatus,Misgurnus anguillicaudatus,NA,Misgurnus anguillicaudatus,991279,991279,accepted,NA,"(Cantor, 1842)",Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Misgurnus,0,0,1
KY798483,Carassius carassius,NA,species,Carassius carassius,Carassius carassius,NA,Carassius carassius,154297,154297,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius,0,0,1
KY798484,Cyprinus carpio,NA,species,Cyprinus carpio,Cyprinus carpio,NA,Cyprinus carpio,154582,154582,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,0,0,1
KY798485,Rutilus rutilus,NA,species,Rutilus rutilus,Rutilus rutilus,NA,Rutilus rutilus,154333,154333,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rutilus,0,0,1
KY798486,Tinca tinca,NA,species,Tinca tinca,Tinca tinca,NA,Tinca tinca,154343,154343,accepted,NA,"(Linnaeus, 1758)",Animalia,Chordata,Teleostei,Cypriniformes,Tincidae,Tinca,0,0,1
KY798487,Neosilurus hyrtlii,NA,species,Neosilurus hyrtlii,Neosilurus hyrtlii,NA,Neosilurus hyrtlii,991290,991290,accepted,NA,"Steindachner, 1867",Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Neosilurus,1,0,1
KY798488,Porochilus rendahli,NA,species,Porochilus rendahli,Porochilus rendahli,NA,Porochilus rendahli,991299,991299,accepted,NA,"(Whitley, 1928)",Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Porochilus,1,0,1
KY798489,Tandanus tandanus,NA,species,Tandanus tandanus,Tandanus tandanus,NA,Tandanus tandanus,1022552,1022552,accepted,NA,"(Mitchell, 1838)",Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Tandanus,1,0,1
KY798490,Galaxias brevipinnis,NA,species,Galaxias brevipinnis,Galaxias brevipinnis,NA,Galaxias brevipinnis,280809,280809,accepted,NA,"Günther, 1866",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,0,0,1
KY798491,Galaxias olidus,NA,species,Galaxias olidus,Galaxias olidus,NA,Galaxias olidus,991212,991212,accepted,NA,"Günther, 1866",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798492,Galaxias arcanus,NA,species,Galaxias arcanus,Galaxias arcanus,NA,Galaxias arcanus,1493514,1493514,accepted,NA,"Raadik, 2014",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798493,Galaxias fuscus,NA,species,Galaxias fuscus,Galaxias fuscus,NA,Galaxias fuscus,991211,991211,accepted,NA,"Mack, 1936",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798494,Galaxias oliros,NA,species,Galaxias oliros,Galaxias oliros,NA,Galaxias oliros,1493521,1493521,accepted,NA,"Raadik, 2014",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798495,Galaxias rostratus,NA,species,Galaxias rostratus,Galaxias rostratus,NA,Galaxias rostratus,1018435,1018435,accepted,NA,"Klunzinger, 1872",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798496,Galaxias truttaceus,NA,species,Galaxias truttaceus,Galaxias truttaceus,NA,Galaxias truttaceus,280814,280814,accepted,NA,"Valenciennes, 1846",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,0,0,1
KY798497,Galaxias maculatus,NA,species,Galaxias maculatus,Galaxias maculatus,NA,Galaxias maculatus,280811,280811,accepted,NA,"(Jenyns, 1842)",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,0,0,1
KY798498,Galaxias tantangara,NA,species,Galaxias tantangara,Galaxias tantangara,NA,Galaxias tantangara,1493523,1493523,accepted,NA,"Raadik, 2014",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798499,Galaxias ornatus,NA,species,Galaxias ornatus,Galaxias ornatus,NA,Galaxias ornatus,1020462,1020462,accepted,NA,"Castelnau, 1873",Animalia,Chordata,Teleostei,Galaxiiformes,Galaxiidae,Galaxias,1,0,1
KY798500,Oncorhynchus mykiss,NA,species,Oncorhynchus mykiss,Oncorhynchus mykiss,NA,Oncorhynchus mykiss,127185,127185,accepted,NA,"(Walbaum, 1792)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0,0,1
KY798501,Salmo trutta,NA,species,Salmo trutta,Salmo trutta,NA,Salmo trutta,127187,127187,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0,0,1
KY798502,Salmo salar,NA,species,Salmo salar,Salmo salar,NA,Salmo salar,127186,127186,accepted,NA,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,0,0,1
KY798503,Salvelinus fontinalis,NA,species,Salvelinus fontinalis,Salvelinus fontinalis,NA,Salvelinus fontinalis,154241,154241,accepted,NA,"(Mitchill, 1814)",Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,0,0,1
KY798504,Retropinna semoni,NA,species,Retropinna semoni,Retropinna semoni,NA,Retropinna semoni,282569,282569,accepted,NA,"(Weber, 1895)",Animalia,Chordata,Teleostei,Osmeriformes,Retropinnidae,Retropinna,0,0,1
KY815234,Acantholabrus palloni,NA,species,Acantholabrus palloni,Acantholabrus palloni,NA,Acantholabrus palloni,126957,126957,accepted,NA,"(Risso, 1810)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Acantholabrus,0,0,1
KY815236,Anampses chrysocephalus,NA,species,Anampses chrysocephalus,Anampses chrysocephalus,NA,Anampses chrysocephalus,279168,279168,accepted,NA,"Randall, 1958",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Anampses,0,0,1
KY815237,Anampses geographicus,NA,species,Anampses geographicus,Anampses geographicus,NA,Anampses geographicus,218916,218916,accepted,NA,"Valenciennes, 1840",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Anampses,0,0,1
KY815238,Anampses meleagrides,NA,species,Anampses meleagrides,Anampses meleagrides,NA,Anampses meleagrides,218923,218923,accepted,NA,"Valenciennes, 1840",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Anampses,0,0,1
KY815239,Anampses twistii,NA,species,Anampses twistii,Anampses twistii,NA,Anampses twistii,218918,218918,accepted,NA,"Bleeker, 1856",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Anampses,0,0,1
KY815240,Bodianus axillaris,NA,species,Bodianus axillaris,Bodianus axillaris,NA,Bodianus axillaris,218933,218933,accepted,NA,"(Bennett, 1832)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815241,Bodianus bilunulatus,NA,species,Bodianus bilunulatus,Bodianus bilunulatus,NA,Bodianus bilunulatus,218932,218932,accepted,NA,"(Lacepède, 1801)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815243,Bodianus dictynna,NA,species,Bodianus dictynna,Bodianus dictynna,NA,Bodianus dictynna,398560,398560,accepted,NA,"Gomon, 2006",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815244,Bodianus diplotaenia,NA,species,Bodianus diplotaenia,Bodianus diplotaenia,NA,Bodianus diplotaenia,273527,273527,accepted,NA,"(Gill, 1862)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815245,Bodianus loxozonus,NA,species,Bodianus loxozonus,Bodianus loxozonus,NA,Bodianus loxozonus,273534,273534,accepted,NA,"(Snyder, 1908)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815246,Bodianus pulchellus,NA,species,Bodianus pulchellus,Bodianus pulchellus,NA,Bodianus pulchellus,273540,273540,accepted,NA,"(Poey, 1860)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815247,Bodianus speciosus,NA,species,Bodianus speciosus,Bodianus speciosus,NA,Bodianus speciosus,126959,126959,accepted,NA,"(Bowdich, 1825)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Bodianus,0,0,1
KY815248,Cheilinus abudjubbe,NA,species,Cheilinus abudjubbe,Cheilinus abudjubbe,NA,Cheilinus abudjubbe,218939,218939,accepted,NA,"Rüppell, 1835",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Cheilinus,0,0,1
KY815249,Cheilinus chlorourus,NA,species,Cheilinus chlorourus,Cheilinus chlorourus,NA,Cheilinus chlorourus,218941,218941,accepted,NA,"(Bloch, 1791)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Cheilinus,0,0,1
KY815251,Cheilinus trilobatus,NA,species,Cheilinus trilobatus,Cheilinus trilobatus,NA,Cheilinus trilobatus,218944,218944,accepted,NA,"Lacepède, 1801",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Cheilinus,0,0,1
KY815254,Choerodon fasciatus,NA,species,Choerodon fasciatus,Choerodon fasciatus,NA,Choerodon fasciatus,277268,277268,accepted,NA,"(Günther, 1867)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Choerodon,0,0,1
KY815255,Choerodon zosterophorus,NA,species,Choerodon zosterophorus,Choerodon zosterophorus,NA,Choerodon zosterophorus,277283,277283,accepted,NA,"(Bleeker, 1868)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Choerodon,0,0,1
KY815256,Cirrhilabrus cyanopleura,NA,species,Cirrhilabrus cyanopleura,Cirrhilabrus cyanopleura,NA,Cirrhilabrus cyanopleura,277842,277842,accepted,NA,"(Bleeker, 1851)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Cirrhilabrus,0,0,1
KY815257,Cirrhilabrus exquisitus,NA,species,Cirrhilabrus exquisitus,Cirrhilabrus exquisitus,NA,Cirrhilabrus exquisitus,218954,218954,accepted,NA,"Smith, 1957",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Cirrhilabrus,0,0,1
KY815261,Cirrhilabrus punctatus,NA,species,Cirrhilabrus punctatus,Cirrhilabrus punctatus,NA,Cirrhilabrus punctatus,277860,277860,accepted,NA,"Randall & Kuiter, 1989",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Cirrhilabrus,0,0,1
