"","found_taxa","rank","worms_sciname","tol_sp","ncbi_sp","approximate_match","is_synonym","flags","status","unacceptreason","valid_authority","worms_aphiaid","ncbi_uid","ott_id","class","order","family","genus","freshwater_only","terrestrial_only"
"5017","Leuresthes tenuis","species","Leuresthes tenuis","Leuresthes tenuis","Leuresthes tenuis",FALSE,FALSE,"","accepted",NA,"(Ayres, 1860)",281344,"355514",274466,"Actinopteri","Atheriniformes","Atherinidae","Leuresthes","0","0"
"5018","Parajulis poecilepterus","species","Parajulis poecilepterus","Parajulis poecilepterus","Parajulis poecilepterus",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1845)",282049,"356780",127504,"Actinopteri","Eupercaria incertae sedis","Labridae","Parajulis","0","0"
"5019","Acrossocheilus fasciatus","species","Acrossocheilus fasciatus","Acrossocheilus fasciatus","Acrossocheilus fasciatus",FALSE,FALSE,"","accepted",NA,"(Steindachner, 1892)",1016057,"356809",74589,"Actinopteri","Cypriniformes","Cyprinidae","Acrossocheilus","1","0"
"5020","Acrossocheilus hemispinus","species","Acrossocheilus hemispinus","Acrossocheilus hemispinus","Acrossocheilus hemispinus",FALSE,FALSE,"","accepted",NA,"(Nichols, 1925)",1016357,"356810",595834,"Actinopteri","Cypriniformes","Cyprinidae","Acrossocheilus","1","0"
"5021","Acrossocheilus parallens","species","Acrossocheilus parallens","Acrossocheilus parallens","Acrossocheilus parallens",FALSE,FALSE,"","accepted",NA,"(Nichols, 1931)",1015804,"356812",292284,"Actinopteri","Cypriniformes","Cyprinidae","Acrossocheilus","1","0"
"5022","Acrossocheilus monticola","species","Acrossocheilus monticola","Acrossocheilus monticola","Acrossocheilus monticola",FALSE,FALSE,"","accepted",NA,"(Günther, 1888)",1019755,"356813",292270,"Actinopteri","Cypriniformes","Cyprinidae","Acrossocheilus","1","0"
"5023","Acrossocheilus beijiangensis","species","Acrossocheilus beijiangensis","Acrossocheilus beijiangensis","Acrossocheilus beijiangensis",FALSE,FALSE,"","accepted",NA,"Wu & Lin, 1977",279499,"356814",595827,"Actinopteri","Cypriniformes","Cyprinidae","Acrossocheilus","0","0"
"5024","Acrossocheilus spinifer","species","Acrossocheilus spinifer","Acrossocheilus spinifer","Acrossocheilus spinifer",FALSE,FALSE,"","accepted",NA,"Yuan, Wu & Zhang, 2006",1008996,"356815",595825,"Actinopteri","Cypriniformes","Cyprinidae","Acrossocheilus","1","0"
"5025","Acrossocheilus cinctus",NA,NA,"Acrossocheilus cinctus","Acrossocheilus cinctus",FALSE,FALSE,"",NA,NA,NA,NA,"356816",595820,NA,NA,NA,NA,NA,NA
"5026","Aphyosemion hera","species","Aphyosemion hera","Aphyosemion hera","Aphyosemion hera",FALSE,FALSE,"","accepted",NA,"Huber, 1998",1010390,"356817",595818,"Actinopteri","Cyprinodontiformes","Nothobranchiidae","Aphyosemion","1","0"
"5027","Odontobutis sinensis","species","Odontobutis sinensis","Odontobutis sinensis","Odontobutis sinensis",FALSE,FALSE,"","accepted",NA,"Wu, Chen & Chong, 2002",1009783,"357168",755258,"Actinopteri","Gobiiformes","Odontobutidae","Odontobutis","1","0"
"5028","Odontobutis haifengensis","species","Odontobutis haifengensis","Odontobutis haifengensis","Odontobutis haifengensis",FALSE,FALSE,"","accepted",NA,"Chen, 1985",281831,"357169",755348,"Actinopteri","Gobiiformes","Odontobutidae","Odontobutis","0","0"
"5029","Odontobutis yaluensis","species","Odontobutis yaluensis","Odontobutis yaluensis","Odontobutis yaluensis",FALSE,FALSE,"","accepted",NA,"Wu, Wu & Xie, 1993",1010995,"357170",966233,"Actinopteri","Gobiiformes","Odontobutidae","Odontobutis","1","0"
"5030","Acantopsis choirorhynchos","species","Acantopsis choirorhynchos","Acantopsis choirorhynchos","Acantopsis choirorhynchos",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1854)",275369,"357281",155545,"Actinopteri","Cypriniformes","Cobitidae","Acantopsis","0","0"
"5031","Barbatula toni","species","Barbatula toni","Barbatula toni","Barbatula toni",FALSE,FALSE,"","accepted",NA,"(Dybowski, 1869)",1026431,"357282",210578,"Actinopteri","Cypriniformes","Nemacheilidae","Barbatula","1","0"
"5032","Pangio anguillaris","species","Pangio anguillaris","Pangio anguillaris","Pangio anguillaris",FALSE,FALSE,"","accepted",NA,"(Vaillant, 1902)",1470218,"357285",1061080,"Actinopteri","Cypriniformes","Cobitidae","Pangio","1","0"
"5033","Leptobotia mantschurica",NA,NA,"Leptobotia mantschurica","Leptobotia mantschurica",FALSE,FALSE,"",NA,NA,NA,NA,"357286",210572,NA,NA,NA,NA,NA,NA
"5034","Misgurnus nikolskyi","species","Misgurnus nikolskyi","Misgurnus nikolskyi","Misgurnus nikolskyi",FALSE,FALSE,"","accepted",NA,"Vasil'eva, 2001",1009940,"357287",155534,"Actinopteri","Cypriniformes","Cobitidae","Misgurnus","1","0"
"5035","Schistura balteata","species","Schistura balteata","Schistura balteata","Schistura balteata",FALSE,FALSE,"","accepted",NA,"(Rendahl, 1948)",1014326,"357288",210565,"Actinopteri","Cypriniformes","Nemacheilidae","Schistura","1","0"
"5036","Vaillantella maassi","species","Vaillantella maassi","Vaillantella maassi","Vaillantella maassi",FALSE,FALSE,"","accepted",NA,"Weber & de Beaufort, 1912",1017540,"357290",784842,"Actinopteri","Cypriniformes","Vaillantellidae","Vaillantella","1","0"
"5037","Rhynchocypris percnurus mantschuricus",NA,NA,"Rhynchocypris percnurus mantschuricus","Rhynchocypris percnurus mantschuricus",FALSE,FALSE,"infraspecific",NA,NA,NA,NA,"357291",784845,NA,NA,NA,NA,NA,NA
"5038","Hypsibarbus vernayi","species","Hypsibarbus vernayi","Hypsibarbus vernayi","Hypsibarbus vernayi",FALSE,FALSE,"","accepted",NA,"(Norman, 1925)",1026354,"357531",1044826,"Actinopteri","Cypriniformes","Cyprinidae","Hypsibarbus","1","0"
"5039","Poropuntius huangchuchieni","species","Poropuntius huangchuchieni","Poropuntius huangchuchieni","Poropuntius huangchuchieni",FALSE,FALSE,"","accepted",NA,"(Tchang, 1962)",1013686,"357532",579361,"Actinopteri","Cypriniformes","Cyprinidae","Poropuntius","1","0"
"5040","Prochilodus costatus","species","Prochilodus costatus","Prochilodus costatus","Prochilodus costatus",FALSE,FALSE,"","accepted",NA,"Valenciennes, 1850",1020354,"357590",754973,"Actinopteri","Characiformes","Prochilodontidae","Prochilodus","1","0"
"5041","Apogon imberbis","species","Apogon imberbis","Apogon imberbis","Apogon imberbis",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",273021,"357811",208806,"Actinopteri","Kurtiformes","Apogonidae","Apogon","0","0"
"5042","Serranus hepatus","species","Serranus hepatus","Serranus hepatus","Serranus hepatus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",127042,"357812",208813,"Actinopteri","Perciformes","Serranidae","Serranus","0","0"
"5043","Siniperca fortis","species","Siniperca fortis","Siniperca fortis","Siniperca fortis",FALSE,FALSE,"","accepted",NA,"(Lin, 1932)",1015713,"358387",580968,"Actinopteri","Centrarchiformes","Percichthyidae","Siniperca","1","0"
"5044","Siniperca undulata","species","Siniperca undulata","Siniperca undulata","Siniperca undulata",FALSE,FALSE,"","accepted",NA,"Fang & Chong, 1932",1015687,"358388",580974,"Actinopteri","Centrarchiformes","Percichthyidae","Siniperca","1","0"
"5045","Siniperca obscura","species","Siniperca obscura","Siniperca obscura","Siniperca obscura",FALSE,FALSE,"","accepted",NA,"Nichols, 1930",1015855,"358390",59929,"Actinopteri","Centrarchiformes","Percichthyidae","Siniperca","1","0"
"5046","Siniperca roulei","species","Siniperca roulei","Siniperca roulei","Siniperca roulei",FALSE,FALSE,"","accepted",NA,"Wu, 1930",1015853,"358392",59926,"Actinopteri","Centrarchiformes","Percichthyidae","Siniperca","1","0"
"5047","Aphyosemion kouamense","species","Aphyosemion kouamense","Aphyosemion kouamense","Aphyosemion kouamense",FALSE,FALSE,"","accepted",NA,"Legros, 1999",1010281,"358478",197519,"Actinopteri","Cyprinodontiformes","Nothobranchiidae","Aphyosemion","1","0"
"5048","Chaetodon fremblii","species","Chaetodon fremblii","Chaetodon fremblii","Chaetodon fremblii",FALSE,FALSE,"","accepted",NA,"Bennett, 1828",273339,"358767",835415,"Actinopteri","Acanthuriformes","Chaetodontidae","Chaetodon","0","0"
"5049","Salvelinus schmidti","species","Salvelinus schmidti","Salvelinus schmidti","Salvelinus schmidti",FALSE,FALSE,"","accepted",NA,"Viktorovsky, 1978",1012591,"359311",611759,"Actinopteri","Salmoniformes","Salmonidae","Salvelinus","1","0"
"5050","Salvelinus kronocius","species","Salvelinus kronocius","Salvelinus kronocius","Salvelinus kronocius",FALSE,FALSE,"","accepted",NA,"Viktorovsky, 1978",1012527,"359312",836274,"Actinopteri","Salmoniformes","Salmonidae","Salvelinus","1","0"
"5051","Hapalogenys analis","species","Hapalogenys analis","Hapalogenys analis","Hapalogenys analis",FALSE,FALSE,"","accepted",NA,"Richardson, 1845",280989,"360505",64266,"Actinopteri","Perciformes","Hapalogenyidae","Hapalogenys","0","0"
"5052","Pomadasys hasta",NA,NA,"Pomadasys hasta","Pomadasys hasta",FALSE,FALSE,"",NA,NA,NA,NA,"360506",64272,NA,NA,NA,NA,NA,NA
"5053","Parapristipoma trilineatum","species","Parapristipoma trilineatum","Parapristipoma trilineatum","Parapristipoma trilineatum",FALSE,FALSE,"","accepted",NA,"(Thunberg, 1793)",273480,"360507",64274,"Actinopteri","Eupercaria incertae sedis","Haemulidae","Parapristipoma","0","0"
"5054","Pomadasys kaakan","species","Pomadasys kaakan","Pomadasys kaakan","Pomadasys kaakan",FALSE,FALSE,"","accepted",NA,"(Cuvier, 1830)",218566,"360508",379631,"Actinopteri","Eupercaria incertae sedis","Haemulidae","Pomadasys","0","0"
"5055","Plectorhinchus cinctus","species","Plectorhinchus cinctus","Plectorhinchus cinctus","Plectorhinchus cinctus",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1843)",273485,"360509",379639,"Actinopteri","Eupercaria incertae sedis","Haemulidae","Plectorhinchus","0","0"
"5056","Plectorhinchus lineatus","species","Plectorhinchus lineatus","Plectorhinchus lineatus","Plectorhinchus lineatus",FALSE,FALSE,"","accepted",NA,"(Linnaeus, 1758)",273489,"360510",585291,"Actinopteri","Eupercaria incertae sedis","Haemulidae","Plectorhinchus","0","0"
"5057","Herzensteinia microcephalus","species","Herzensteinia microcephalus","Herzensteinia microcephalus","Herzensteinia microcephalus",FALSE,FALSE,"","accepted",NA,"(Herzenstein, 1891)",1019592,"361642",778456,"Actinopteri","Cypriniformes","Cyprinidae","Herzensteinia","1","0"
"5058","Oxygymnocypris stewartii","species","Oxygymnocypris stewartii","Oxygymnocypris stewartii","Oxygymnocypris stewartii",FALSE,FALSE,"","accepted",NA,"(Lloyd, 1908)",1018168,"361644",863280,"Actinopteri","Cypriniformes","Cyprinidae","Oxygymnocypris","1","0"
"5059","Schizopygopsis malacanthus","species","Schizopygopsis malacanthus","Schizopygopsis malacanthus","Schizopygopsis malacanthus",FALSE,FALSE,"","accepted",NA,"Herzenstein, 1891",1015167,"361645",863281,"Actinopteri","Cypriniformes","Cyprinidae","Schizopygopsis","1","0"
"5060","Schizopygopsis kialingensis","species","Schizopygopsis kialingensis","Schizopygopsis kialingensis","Schizopygopsis kialingensis",FALSE,FALSE,"","accepted",NA,"Tsao & Tun, 1962",1013654,"361646",863283,"Actinopteri","Cypriniformes","Cyprinidae","Schizopygopsis","1","0"
"5061","Schizopygopsis anteroventris","species","Schizopygopsis anteroventris","Schizopygopsis anteroventris","Schizopygopsis anteroventris",FALSE,FALSE,"","accepted",NA,"Wu & Wu, 1989",1007212,"361647",863285,"Actinopteri","Cypriniformes","Cyprinidae","Schizopygopsis","1","0"
"5062","Schizopygopsis kessleri","species","Schizopygopsis kessleri","Schizopygopsis kessleri","Schizopygopsis kessleri",FALSE,FALSE,"","accepted",NA,"Herzenstein, 1891",1019568,"361648",863288,"Actinopteri","Cypriniformes","Cyprinidae","Schizopygopsis","1","0"
"5063","Schizopygopsis thermalis","species","Schizopygopsis thermalis","Schizopygopsis thermalis","Schizopygopsis thermalis",FALSE,FALSE,"","accepted",NA,"Herzenstein, 1891",1019569,"361649",863290,"Actinopteri","Cypriniformes","Cyprinidae","Schizopygopsis","1","0"
"5064","Syngnathus auliscus","species","Syngnathus auliscus","Syngnathus auliscus","Syngnathus auliscus",FALSE,FALSE,"","accepted",NA,"(Swain, 1882)",275217,"362380",756601,"Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","0","0"
"5065","Benthosema fibulatum","species","Benthosema fibulatum","Benthosema fibulatum","Benthosema fibulatum",FALSE,FALSE,"","accepted",NA,"(Gilbert & Cramer, 1897)",217681,"363172",506656,"Actinopteri","Myctophiformes","Myctophidae","Benthosema","0","0"
"5066","Coilia grayii","species","Coilia grayii","Coilia grayii","Coilia grayii",FALSE,FALSE,"","accepted",NA,"Richardson, 1845",279079,"363190",456187,"Actinopteri","Clupeiformes","Engraulidae","Coilia","0","0"
"5067","Sicyopterus japonicus","species","Sicyopterus japonicus","Sicyopterus japonicus","Sicyopterus japonicus",FALSE,FALSE,"","accepted",NA,"(Tanaka, 1909)",277432,"363549",274875,"Actinopteri","Gobiiformes","Gobiidae","Sicyopterus","0","0"
"5068","Dionda episcopa","species","Dionda episcopa","Dionda episcopa","Dionda episcopa",FALSE,FALSE,"","accepted",NA,"Girard, 1856",1021387,"364070",222452,"Actinopteri","Cypriniformes","Cyprinidae","Dionda","1","0"
"5069","Dionda diaboli","species","Dionda diaboli","Dionda diaboli","Dionda diaboli",FALSE,FALSE,"","accepted",NA,"Hubbs & Brown, 1957",1013950,"364075",222446,"Actinopteri","Cypriniformes","Cyprinidae","Dionda","1","0"
"5070","Algansea lacustris","species","Algansea lacustris","Algansea lacustris","Algansea lacustris",FALSE,FALSE,"","accepted",NA,"Steindachner, 1895",1019310,"364078",222462,"Actinopteri","Cypriniformes","Cyprinidae","Algansea","1","0"
"5071","Percilia gillissi","species","Percilia gillissi","Percilia gillissi","Percilia gillissi",FALSE,FALSE,"","accepted",NA,"Girard, 1855",1020866,"364157",688238,"Actinopteri","Perciformes","Perciliidae","Percilia","1","0"
"5072","Neoheterandria tridentiger","species","Neoheterandria tridentiger","Neoheterandria tridentiger","Neoheterandria tridentiger",FALSE,FALSE,"","accepted",NA,"(Garman, 1895)",1019345,"364900",140150,"Actinopteri","Cyprinodontiformes","Poeciliidae","Neoheterandria","1","0"
"5073","Sardinella zunasi","species","Sardinella zunasi","Sardinella zunasi","Sardinella zunasi",FALSE,FALSE,"","accepted",NA,"(Bleeker, 1854)",272277,"365050",39728,"Actinopteri","Clupeiformes","Clupeidae","Sardinella","0","0"
"5074","Spratelloides gracilis","species","Spratelloides gracilis","Spratelloides gracilis","Spratelloides gracilis",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1846)",212263,"365052",39732,"Actinopteri","Clupeiformes","Clupeidae","Spratelloides","0","0"
"5075","Ilisha elongata","species","Ilisha elongata","Ilisha elongata","Ilisha elongata",FALSE,FALSE,"","accepted",NA,"(Anonymous [Bennett], 1830)",281160,"365054",39737,"Actinopteri","Clupeiformes","Pristigasteridae","Ilisha","0","0"
"5076","Konosirus punctatus","species","Konosirus punctatus","Konosirus punctatus","Konosirus punctatus",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1846)",281225,"365056",39743,"Actinopteri","Clupeiformes","Clupeidae","Konosirus","0","0"
"5077","Coilia nasus","species","Coilia nasus","Coilia nasus","Coilia nasus",FALSE,FALSE,"","accepted",NA,"Temminck & Schlegel, 1846",279083,"365059",39750,"Actinopteri","Clupeiformes","Engraulidae","Coilia","0","0"
"5078","Pangasius bocourti","species","Pangasius bocourti","Pangasius bocourti","Pangasius bocourti",FALSE,FALSE,"","accepted",NA,"Sauvage, 1880",888193,"365578",168395,"Actinopteri","Siluriformes","Pangasiidae","Pangasius","1","0"
"5079","Pangasius larnaudii","species","Pangasius larnaudii","Pangasius larnaudii","Pangasius larnaudii",FALSE,FALSE,"","accepted",NA,"Bocourt, 1866",1015103,"365580",334566,"Actinopteri","Siluriformes","Pangasiidae","Pangasius","1","0"
"5080","Pangasius sanitwongsei","species","Pangasius sanitwongsei","Pangasius sanitwongsei","Pangasius sanitwongsei",FALSE,FALSE,"","accepted",NA,"Smith, 1931",1015767,"365581",334558,"Actinopteri","Siluriformes","Pangasiidae","Pangasius","1","0"
"5081","Pseudolais pleurotaenia","species","Pseudolais pleurotaenia","Pseudolais pleurotaenia","Pseudolais pleurotaenia",FALSE,FALSE,"","accepted",NA,"(Sauvage, 1878)",405360,"365583",334552,"Actinopteri","Siluriformes","Pangasiidae","Pseudolais","0","0"
"5082","Laides longibarbis","species","Laides longibarbis","Laides longibarbis","Laides longibarbis",FALSE,FALSE,"","accepted",NA,"(Fowler, 1934)",1015509,"365585",334577,"Actinopteri","Siluriformes","Schilbeidae","Laides","1","0"
"5083","Neolaeops microphthalmus","species","Neolaeops microphthalmus","Neolaeops microphthalmus","Neolaeops microphthalmus",FALSE,FALSE,"","accepted",NA,"(von Bonde, 1922)",219810,"366890",1000930,"Actinopteri","Pleuronectiformes","Bothidae","Neolaeops","0","0"
"5084","Arnoglossus tenuis","species","Arnoglossus tenuis","Arnoglossus tenuis","Arnoglossus tenuis",FALSE,FALSE,"","accepted",NA,"Günther, 1880",274179,"366891",1000931,"Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","0","0"
"5085","Arnoglossus polyspilus","species","Arnoglossus polyspilus","Arnoglossus polyspilus","Arnoglossus polyspilus",FALSE,FALSE,"","accepted",NA,"(Günther, 1880)",274174,"366892",1000934,"Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","0","0"
"5086","Bothus myriaster","species","Bothus myriaster","Bothus myriaster","Bothus myriaster",FALSE,FALSE,"","accepted",NA,"(Temminck & Schlegel, 1846)",219794,"366894",1000937,"Actinopteri","Pleuronectiformes","Bothidae","Bothus","0","0"
"5087","Engyprosopon multisquama","species","Engyprosopon multisquama","Engyprosopon multisquama","Engyprosopon multisquama",FALSE,FALSE,"","accepted",NA,"Amaoka, 1963",277401,"366895",1000940,"Actinopteri","Pleuronectiformes","Bothidae","Engyprosopon","0","0"
