species,value
Plicofollis tonggol,591283
Pliotrema warreni,991000
Plotosus canius,337725
Plotosus japonicus,909843
Plotosus limbatus,1455663
Plotosus lineatus,243562
Plotosus nkunga,1003783
Poblana alchichica,461519
Poblana ferdebueni,461520
Poblana letholepis,461521
Poblana squamata,461522
Podothecus accipenserinus,320612
Podothecus sachi,255533
Podothecus sturioides,1633463
Podothecus veternus,980341
Poecilia butleri,34783
Poecilia catemaconis,80269
Poecilia caucana,30752
Poecilia chica,1517976
Poecilia dauli,1773497
Poecilia dominicensis,696711
Poecilia elegans,1789829
Poecilia formosa,48698
Poecilia gillii,69226
Poecilia hispaniolana,1277676
Poecilia hondurensis,1277675
Poecilia koperi,1773498
Poecilia kykesis,1848456
Poecilia latipinna,48699
Poecilia latipunctata,48700
Poecilia marcellinoi,1789830
Poecilia maylandi,1850439
Poecilia mexicana,48701
Poecilia nelsoni,1789831
Poecilia obscura,679341
Poecilia orri,69230
Poecilia parae,69231
Poecilia petenensis,69233
Poecilia reticulata,8081
Poecilia salvatoris,1517978
Poecilia sarrafae,1518011
Poecilia sphenops,69235
Poecilia sulphuraria,80270
Poecilia thermalis,1348913
Poecilia vandepolli,1773499
Poecilia velifera,48702
Poecilia vivipara,69236
Poecilia wandae,1773500
Poecilia wingei,679340
Poeciliopsis baenschi,188122
Poeciliopsis balsas,188123
Poeciliopsis catemaco,188124
Poeciliopsis elongata,188125
Poeciliopsis fasciata,188126
Poeciliopsis gracilis,119849
Poeciliopsis hnilickai,188127
Poeciliopsis infans,188128
Poeciliopsis latidens,188129
Poeciliopsis lucida,56613
Poeciliopsis monacha x P, lucida x P_ lucida_193140
Poeciliopsis monacha x P, lucida x P_ viriosa_193141
Poeciliopsis monacha x P, lucida_197186
Poeciliopsis monacha x P, monacha x P_ lucida_193139
Poeciliopsis monacha x Poeciliopsis occidentalis,73162
Poeciliopsis monacha,73161
Poeciliopsis occidentalis,68464
Poeciliopsis paucimaculata,188130
Poeciliopsis pleurospilus,533329
Poeciliopsis presidionis,188131
Poeciliopsis prolifica,188132
Poeciliopsis retropinna,188133
Poeciliopsis scarlli,188134
Poeciliopsis sonoriensis,188138
Poeciliopsis turneri,188135
Poeciliopsis turrubarensis,188136
Poeciliopsis viriosa,188137
Poecilocharax weitzmani,930377
Poecilopsetta beanii,1311484
Poecilopsetta colorata,1915090
Poecilopsetta hawaiiensis,398660
Poecilopsetta natalensis,990628
Poecilopsetta plinthus,195637
Poecilopsetta praelonga,1585616
Pogonias courbina,2591241
Pogonias cromis,329431
Pogonichthys macrolepidotus,86928
Pogonoperca ocellata,1510179
Pogonoperca punctata,160738
Pogonophryne albipinna,1090488
Pogonophryne barsukovi,202065
Pogonophryne cerebropogon,335993
Pogonophryne eakini,703227
Pogonophryne immaculata,703228
Pogonophryne macropogon,703229
Pogonophryne marmorata,202066
Pogonophryne mentella,202067
Pogonophryne orangiensis,703230
Pogonophryne permitini,2004398
Pogonophryne scotti,36210
Pogonophryne squamibarbata,703231
Pogonophryne stewarti,703232
Pogonopoma wertheimeri,2794884
Pollachius pollachius,185739
Pollachius virens,8060
Pollichthys mauli,882881
Pollimyrus adspersus,203438
Pollimyrus castelnaui,69936
Pollimyrus isidori,91713
Pollimyrus maculipinnis,1104171
Pollimyrus marianne,233859
Pollimyrus nigripinnis,1676932
Pollimyrus osborni,1676933
Pollimyrus petherici,1881458
Pollimyrus petricolus,91715
Pollimyrus plagiostoma,1676934
Polyacanthonotus challengeri,473327
Polyacanthonotus rissoanus,391225
Polyamblyodon germanum,119734
Polyamblyodon gibbosum,1003784
Polycentropsis abbreviata,302775
Polycentrus schomburgkii,1206945
Polydactylus approximans,320382
Polydactylus malagasyensis,1003785
Polydactylus microstomus,1463677
Polydactylus mullani,2012479
Polydactylus octonemus,1286131
Polydactylus oligodon,1563994
Polydactylus plebeius,392546
Polydactylus sexfilis,621112
Polydactylus sextarius,435218
Polydactylus virginicus,1154659
Polyipnus asteroides,1127489
Polyipnus astroides,2768291
Polyipnus clarus,700653
Polyipnus elongatus,2578327
Polyipnus indicus,1003786
Polyipnus kiwiensis,882821
Polyipnus laruei,1898413
Polyipnus matsubarai,81874
Polyipnus ovatus,1604547
Polyipnus polli,1003787
Polyipnus ruggeri,2578328
Polyipnus spinifer,1367113
Polyipnus spinosus,1585617
Polyipnus stereope,1195670
Polyipnus tridentifer,2578329
Polyipnus triphanos,1916777
Polylepion russelli,998006
Polymetme corythaeola,990629
Polymetme elongata,1508058
Polymetme thaeocoryla,700660
Polymixia berndti,88705
Polymixia busakhini,2578330
Polymixia fusca,1874274
Polymixia japonica,81385
Polymixia longispina,1604518
Polymixia lowei,143326
Polymixia nobilis,241817
Polymixia sazonovi,1828420
Polynemus aquilonaris,2608459
Polynemus dubius,1807190
Polynemus melanochir,2283841
Polynemus paradiseus,463598
Polyodon spathula,7913
Polypera greeni,1562383
Polyprion americanus,112728
Polyprion oxygeneios,334912
Polyspina piosae,862797
Polysteganus coeruleopunctatus,1003788
Polysteganus mascarenensis,1698424
Polysteganus praeorbitalis,119736
Polysteganus undulosus,1003789
Pomacanthus annularis,109710
Pomacanthus arcuatus,51798
Pomacanthus asfur,272787
Pomacanthus chrysurus,1356035
Pomacanthus imperator,109711
Pomacanthus maculosus,490276
Pomacanthus navarchus,109712
Pomacanthus paru,272786
Pomacanthus rhomboides,459921
Pomacanthus semicirculatus,109713
Pomacanthus sexstriatus,109714
Pomacanthus xanthometopon,109715
Pomacanthus zonipectus,272801
Pomacentrus adelus,229130
Pomacentrus agassizii,997978
Pomacentrus albiaxillaris,2017668
Pomacentrus albicaudatus,646027
Pomacentrus alexanderae,646028
Pomacentrus alleni,586850
Pomacentrus amboinensis,393602
Pomacentrus andamanensis,2706838
Pomacentrus aquilus,2018690
Pomacentrus arabicus,997979
Pomacentrus armillatus,2830211
Pomacentrus aurifrons,1243797
Pomacentrus auriventris,80952
Pomacentrus australis,229131
Pomacentrus baenschi,997980
Pomacentrus bangladeshius,2883482
Pomacentrus bankanensis,80953
Pomacentrus brachialis,161913
Pomacentrus burroughi,646029
Pomacentrus caeruleopunctatus,1268091
Pomacentrus caeruleus,586851
Pomacentrus callainus,498262
Pomacentrus chrysurus,80954
Pomacentrus coelestis,80955
Pomacentrus flavioculus,2204209
Pomacentrus flavoaxillaris,2017669
Pomacentrus geminospilus,2650373
Pomacentrus grammorhynchus,229132
Pomacentrus imitator,1268092
Pomacentrus lepidogenys,229133
Pomacentrus leptus,229134
Pomacentrus littoralis,2578331
Pomacentrus maafu,1225398
Pomacentrus magniseptus,2017670
Pomacentrus melanochir,2017672
Pomacentrus micronesicus,1299013
Pomacentrus microspilus,2830212
Pomacentrus milleri,229135
Pomacentrus moluccensis,80956
Pomacentrus nagasakiensis,229136
Pomacentrus nigriradiatus,2017671
Pomacentrus nigromanus,229137
Pomacentrus nigromarginatus,646030
Pomacentrus pavo,146145
Pomacentrus philippinus,229138
Pomacentrus reidi,229139
Pomacentrus similis,1561222
Pomacentrus smithi,229140
Pomacentrus sp,_61809
Pomacentrus sp,_minami_iso_suzumedai__2768210
Pomacentrus spilotoceps,1268093
Pomacentrus stigma,646031
Pomacentrus sulfureus,997981
Pomacentrus taeniometopon,1517478
Pomacentrus trichrourus,1647164
Pomacentrus trilineatus,229141
Pomacentrus tripunctatus,1647165
Pomacentrus vaiuli,161914
Pomacentrus vatosoa,2576774
Pomacentrus wardi,521273
Pomacentrus xanthosternus,2578332
Pomachromis fuscidorsalis,229143
Pomachromis richardsoni,646032
Pomadasys aheneus,2755184
Pomadasys andamanensis,2528838
Pomadasys argenteus,1141925
Pomadasys argyreus,1010712
Pomadasys commersonnii,1003790
Pomadasys corvinaeformis,1141926
Pomadasys furcatus,1003791
Pomadasys guoraca,1979807
Pomadasys hasta,360506
Pomadasys incisus,349656
Pomadasys kaakan,360508
Pomadasys maculatus,119738
Pomadasys olivaceus,490876
Pomadasys perotaei,241822
Pomadasys quadrilineatus,1633437
Pomadasys ramosus,2795243
Pomadasys striatus,1003792
Pomadasys stridens,909123
Pomatomus saltator,94948
Pomatomus saltatrix,75034
Pomatoschistus adriaticus,2528303
Pomatoschistus anatoliae,1898941
Pomatoschistus bathi,579945
Pomatoschistus knerii,257536
Pomatoschistus lozanoi,159850
Pomatoschistus marmoratus,85419
Pomatoschistus microps,225753
Pomatoschistus minutus,13225
Pomatoschistus nanus,1916962
Pomatoschistus norvegicus,257538
Pomatoschistus pictus,257537
Pomatoschistus quagga,85420
Pomatoschistus tortonesei,622437
Pomoxis annularis,201697
Pomoxis nigromaculatus,8182
Ponticola bathybius,2778511
Ponticola cephalargoides,637974
Ponticola constructor,637975
Ponticola cyrius,637976
Ponticola eurycephalus,637977
Ponticola gorlap,637978
Ponticola iljini,1670972
Ponticola iranicus,2487094
Ponticola kessleri,320565
Ponticola patimari,2789291
Ponticola platyrostris,637980
Ponticola ratan,320563
Ponticola rhodioni,637982
Ponticola syrman,320564
Pontinus castor,2027910
Pontinus furcirhinus,72112
Pontinus kuhlii,107242
Pontinus longispinis,274698
Pontinus macrocephalus,398654
Pontinus nigerimum,1723703
Pontinus rhodochrous,1868311
Pontinus sierra,2048759
Pontinus strigatus,2819635
Popondichthys furcatus,1498632
Poptella brevispina,2608166
Poptella compressa,681899
Poptella paraguayensis,930262
Poptella sp,_42597
Porcostoma dentata,119740
Porichthys analis,887122
Porichthys mimeticus,2587257
Porichthys myriaster,262771
Porichthys notatus,45384
Porichthys pauciradiatus,1182253
Porichthys plectrodon,472765
Porichthys porosissimus,1154660
Porochilus argenteus x Neosilurus hyrtlii,1527653
Porochilus argenteus,301282
Porochilus meraukensis,1853210
Porochilus obbesi,2850005
Porochilus rendahli,337708
Poroclinus rothrocki,557414
Porocottus allisi,1633460
Porocottus camtschaticus,1526734
Porocottus coronatus,1633452
Porocottus japonicus,2153193
Porocottus leptosomus,2010878
Porocottus minutus,2153194
Porocottus tentaculatus,1633455
Poroderma africanum,30489
Poroderma pantherinum,376634
Porogadus guentheri,1916778
Porogadus miles,1459854
Porogobius schlegelii,1365711
Poromitra atlantica,2578333
Poromitra capito,473328
Poromitra crassiceps,88708
Poromitra cristiceps,1828456
Poromitra curilensis,1828457
Poromitra megalops,473329
Poromitra oscitans,143334
Poropanchax luxophthalmus,1573816
Poropanchax normani,691897
Poropanchax stigmatopygus,2546154
Porophryne erythrodactylus,1551412
Poropuntius bantamensis,643365
Poropuntius bolovenensis,1954711
Poropuntius carinatus,1441811
Poropuntius huangchuchieni,357532
Poropuntius krempfi,1545826
Poropuntius laoensis,1441812
Poropuntius lobocheiloides,1954712
Poropuntius normani,643356
Poropuntius opisthopterus,1545827
Poropuntius scapanognathus,643354
Poropuntius smedleyi,1156501
Poropuntius solitus,1954713
Poropuntius tawarensis,887040
Porotergus duende,2175700
Porotergus gimbeli,1740099
Porotergus gymnotus,1740100
Posidonichthys hutchinsi,2740778
Potamalosa richmondia,689653
Potamarius grandoculis,2364991
Potamarius izabalensis,419348
Potamarius labiatus,2364538
Potamarius nelsoni,419349
Potamarius usumacintae,419350
Potamoglanis anhanga,2050932
Potamoglanis hasemani,2050933
Potamoglanis wapixana,2050935
Potamorhina altamazonica,642556
Potamorhina laticeps,2259463
Potamorhina latior,642557
Potamorhina pristigaster,1761980
Potamorhina squamoralevis,2259464
Potamorrhaphis eigenmanni,105855
Potamorrhaphis guianensis,105857
Potamorrhaphis petersi,105858
Potamosilurus coatesi,591334
Potamosilurus latirostris,591335
Potamosilurus macrorhynchus,591336
Potamosilurus velutinus,591337
Potamothrissa acutirostris,689628
Potamothrissa obtusirostris,521036
Potamotrygon adamastor,2803075
Potamotrygon albimaculata,2803076
Potamotrygon amandae,2803077
Potamotrygon amazona,2803078
Potamotrygon boesemani,2803079
Potamotrygon brachyura,1090085
Potamotrygon constellata,2283128
Potamotrygon falkneri,460153
Potamotrygon garmani,2803080
Potamotrygon henlei,460154
Potamotrygon humerosa,1090086
Potamotrygon hystrix,170822
Potamotrygon jabuti,2803081
Potamotrygon leopoldi,460155
Potamotrygon limai,2803082
Potamotrygon magdalenae,1737450
Potamotrygon marinae,2803083
Potamotrygon marquesi,2803084
Potamotrygon motoro,86373
Potamotrygon orbignyi,86381
Potamotrygon pantanensis,2803085
Potamotrygon rex,2803086
Potamotrygon schroederi,460156
Potamotrygon scobina,460157
Potamotrygon signata,2803087
Potamotrygon tatianae,1213706
Potamotrygon tigrina,2283129
Potamotrygon wallacei,2803088
Potamotrygon yepezi,86382
Praealticus caesius,879886
Praealticus labrovittatus,879887
Praealticus margaritarius,1405659
Praealticus margaritatus,879888
Praealticus poptae,1405660
Praealticus striatus,879889
Praealticus tanegasimae,879890
Premnas biaculeatus,80991
Priacanthus arenatus,428431
Priacanthus blochii,1456939
Priacanthus fitchi,1916824
Priacanthus hamrur,398259
Priacanthus macracanthus,270572
Priacanthus meeki,398662
Priacanthus prolixus,1456940
Priacanthus sagittarius,1456941
Priacanthus tayenus,443711
Priacanthus zaiserae,1609311
Priapella chamulae,385258
Priapella compressa,32464
Priapella intermedia,32465
Priapella lacandonae,1017263
Priapella olmecae,32466
Priapichthys annectens,371414
Priapichthys darienensis,1517980
Priapichthys panamensis,372472
Priapichthys puetzi,371415
Prietella lundbergi,255566
Prietella phreatophila,255567
Priocharax ariel,2608218
Priocharax nanus,2752787
Priocharax pygmaeus,2752788
Priocharax varii,2752790
Priolepis ailina,1156128
Priolepis akihitoi,1402050
Priolepis boreus,1517474
Priolepis cincta,166757
Priolepis compita,1156129
Priolepis eugenius,166758
Priolepis fallacincta,1402049
Priolepis farcimen,2529411
Priolepis hipoliti,990230
Priolepis inhaca,1146979
Priolepis kappa,2589316
Priolepis latifascima,1402068
Priolepis nocturna,2589317
Priolepis semidoliata,1156130
Priolepis squamogena,1156131
Priolepis triops,1156132
Prionace glauca,7815
Prionobrama filigera,1180191
Prionobrama paraguayensis,930399
Prionobutis microps,1365713
Prionodraco evansii,202069
Prionotus alatus,1459834
Prionotus albirostris,1897795
Prionotus carolinus,1266880
Prionotus evolans,1266881
Prionotus longispinosus,1897796
Prionotus martis,1897797
Prionotus ophryas,586852
Prionotus paralatus,1897798
Prionotus punctatus,1154661
Prionotus roseus,1897799
Prionotus rubio,1412989
Prionotus ruscarius,1897800
Prionotus scitulus,482915
Prionotus stearnsi,1459835
Prionotus stephanophrys,320588
Prionotus tribulus,1897801
Prionurus biafraensis,1316015
Prionurus chrysurus,1608693
Prionurus laticlavius,175437
Prionurus maculatus,75036
Prionurus microlepidotus,175438
Prionurus punctatus,1316016
Prionurus scalprum,238049
Pristella maxillaris,681932
Pristiapogon exostigma,316347
Pristiapogon fraenatus,316348
Pristiapogon kallopterus,316349
Pristiapogon taeniopterus,1156429
Pristicon rhodopterus,316350
Pristicon trimaculatus,316351
Pristigaster cayana,1450346
Pristigaster whiteheadi,1450347
Pristigenys alta,749482
Pristigenys meyeri,1609310
Pristigenys niphonia,1188029
Pristigenys refulgens,1456942
Pristigenys serrula,184447
Pristiophorus cirratus,170823
Pristiophorus japonicus,55135
Pristiophorus nudipinnis,212738
Pristipomoides amoenus,2518956
Pristipomoides aquilonaris,40511
Pristipomoides argyrogrammicus,1459836
Pristipomoides auricilla,1156133
Pristipomoides filamentosus,398258
Pristipomoides flavipinnis,1522400
Pristipomoides macrophthalmus,1950938
Pristipomoides multidens,106585
Pristipomoides sieboldii,443712
Pristipomoides typus,264210
Pristipomoides zonatus,1508078
Pristis clavata,495876
Pristis microdon,337881
Pristis pectinata,685728
Pristis perotteti,55131
Pristis pristis,1577861
Pristis zijsron,495877
Pristobrycon striolatus,42536
Pristolepis fasciata,302777
Pristolepis grootii,1679027
Pristolepis malabarica,1490521
Pristolepis marginata,405139
Pristolepis rubripinnis,1326878
Pristotis cyanostigma,2664808
Pristotis obtusirostris,446806
Probarbus jullieni,266796
Probarbus labeaminor,1606560
Procatopus aberrans,1851402
Procatopus nototaenia,1517981
Procatopus similis,691895
Procerusternarchus pixuna,1770244
Procetichthys kreffti,565081
Prochilodus argenteus,370024
Prochilodus brevis,1073406
Prochilodus britskii,1836191
Prochilodus costatus,357590
Prochilodus hartii,argenteus sp__1699853
Prochilodus harttii,1836193
Prochilodus lacustris,1073407
Prochilodus lineatus,27695
Prochilodus magdalenae,148989
Prochilodus mariae,148990
Prochilodus nigricans,148991
Prochilodus reticulatus,930263
Prochilodus rubrotaeniatus,252139
Prochilodus vimboides,1836194
Procottus gotoi,1485965
Procottus gurwicii,1485964
Procottus jettelesii,61631
Procottus major,200675
Procypris mera,1211648
Procypris rabaudi,367866
Prodontocharax melanotus,930264
Proeutropiichthys taakree,2771938
Profundulus balsanus,1502947
Profundulus candalarius,943670
Profundulus guatemalensis,28770
Profundulus hildebrandi,1204573
Profundulus kreiseri,1204576
Profundulus labialis,214928
Profundulus mixtlanensis,2487852
Profundulus oaxacae,1204574
Profundulus parentiae,2487853
Profundulus portillorum,1204575
Profundulus punctatus,33529
Prognathodes aculeatus,109682
Prognathodes aya,466151
Prognathodes basabei,1905211
Prognathodes falcifer,744555
Prognathodes geminus,2518598
Prognathodes marcellae,603448
Prognatholiparis ptychomandibularis,1696916
Prognichthys brevipinnis,1311487
Prognichthys gibbifrons,938397
Prognichthys glaphyrae,938398
Prognichthys occidentalis,938399
Prognichthys sealei,938400
Prognichthys tringa,293905
Prolixicheilus longisulcus,1897788
Proloricaria prolixa,1123874
Promethichthys prometheus,349644
Pronothobranchius kiyawensis,60306
Pronothobranchius seymouri,2064664
Pronotogrammus martinicensis,1311488
Pronotogrammus multifasciatus,160740
Proscyllium habereri,263716
Proscyllium magnificum,2603154
Proscyllium venustum,1522376
Proscymnodon plunketi,556024
Prosopium abyssicola,498496
Prosopium coulterii,141825
Prosopium cylindraceum,348696
Prosopium gemmifer,1242766
Prosopium spilonotus,36183
Prosopium williamsoni,89337
Protanguilla palau,1405575
Proterorhinus marmoratus,47310
Proterorhinus nasalis,2798755
Proterorhinus semilunaris,322563
Proterorhinus semipellucidus,520732
Protocheirodon pi,2283136
Protochondrostoma genei,98388
Protogobiesox asymmetricus,1930301
Protogobius attiti,86222
Protomelas annectens,136868
Protomelas fenestratus,120225
Protomelas similis,29149
Protomelas spilonotus,702365
Protomelas spilopterus,445503
Protomelas taeniolatus,163637
Protomyctophum andriashevi,443713
Protomyctophum arcticum,473330
Protomyctophum bolini,443714
Protomyctophum choriodon,487678
Protomyctophum crockeri,91656
Protomyctophum gemmatum,1091425
Protomyctophum normani,2696629
Protomyctophum parallelum,1091426
Protomyctophum tenisoni,2871631
Protomyctophum thompsoni,123331
Protonibea diacanthus,335060
Protosalanx chinensis,240822
Protosalanx hyalocranius,418454
Prototroctes maraena,182227
Psalidodon chico,2579953
Psalidodon dissensus,2579954
Psalidodon dissimilis,1873300
Psalidodon eigenmanniorum,1204590
Psalidodon endy,2579955
Psalidodon erythropterus,1931384
Psalidodon fasciatus,223369
Psalidodon hermosus,2579956
Psalidodon leonidas,2579957
Psalidodon marionae,1931394
Psalidodon pampa,1204588
Psalidodon parahybae,756468
Psalidodon paranae,1123824
Psalidodon pelegrini,2579958
Psalidodon powelli,2579959
Psalidodon puka,2579960
Psalidodon rivularis,1053557
Psalidodon rutilus,2579961
Psalidodon scabripinnis,66174
Psalidodon troya,2579962
Psalidodon tumbayaensis,2579963
Psalidodon xiru,2579964
Psalidon bifasciatus,1837281
Psammobatis lentiginosa,458599
Psammobatis rudis,458600
Psammobatis scobina,1804734
Psammogobius biocellatus,508059
Psammogobius knysnaensis,1165827
Psammoperca waigiensis,329030
Psectrogaster amazonica,642558
Psectrogaster ciliata,2259465
Psectrogaster curviventris,2259466
Psectrogaster essequibensis,2259467
Psectrogaster falcata,2259468
Psectrogaster rhomboides,642559
Psectrogaster rutiloides,642560
Psednos groenlandicus,446827
Psednos melanocephalus,446828
Psednos micruroides,446829
Psellogrammus kennedyi,930397
Psenes arafurensis,316142
Psenes cyanophrys,316143
Psenes maculatus,316141
Psenes pellucidus,316144
Psenes sio,2048760
Psenopsis anomala,163124
Psenopsis cyanea,495049
Psenopsis shojimai,2057066
Psephurus gladius,61976
Psettichthys melanostictus,195639
Psettina brevirictis,1868312
Psettina gigantea,1609331
Psettina hainanensis,1585510
Psettina iijimae,366898
Psettina tosana,366903
Psettodes belcheri,241828
Psettodes bennettii,526614
Psettodes erumei,195640
Pseudacanthicus leopardus,510775
Pseudacanthicus serratus,2835324
Pseudacanthicus spinosus,52095
Pseudaesopia japonica,195642
Pseudalectrias tarasovi,1638160
Pseudalutarius nasicornis,392929
Pseudambassis baculis,983944
Pseudamia amblyuroptera,1431476
Pseudamia gelatinosa,638143
Pseudamia hayashii,2873922
Pseudamia zonata,1431477
Pseudamiops gracilicauda,1156134
Pseudamiops phasma,2589318
Pseudancistrus asurini,1633096
Pseudancistrus barbatus,471099
Pseudancistrus corantijniensis,1137592
Pseudancistrus depressus,471101
Pseudancistrus genisetiger,1137593
Pseudancistrus nigrescens,471102
Pseudancistrus orinoco,1137594
Pseudancistrus pectegenitor,1137595
Pseudancistrus sidereus,1137596
Pseudancistrus yekuana,1633179
Pseudancistrus zawadzkii,1495224
Pseudanos gracilis,2499837
Pseudanos trimaculatus,1396894
Pseudanos winterbottomi,2499838
Pseudanthias bicolor,2768254
Pseudanthias connelli,1003793
Pseudanthias cooperi,990631
Pseudanthias dispar,1630944
Pseudanthias elongatus,1585511
Pseudanthias evansi,1146980
Pseudanthias fasciatus,1003794
Pseudanthias hangapiko,2832134
Pseudanthias heemstrai,2067703
Pseudanthias hiva,1343687
Pseudanthias huchtii,586854
Pseudanthias hypselosoma,1293902
Pseudanthias ignitus,2507732
Pseudanthias leucozonus,2768290
Pseudanthias lori,428426
Pseudanthias marcia,1455664
Pseudanthias mica,1325493
Pseudanthias mooreanus,1156135
Pseudanthias olivaceus,1156136
Pseudanthias oumati,1343688
Pseudanthias parvirostris,2057044
Pseudanthias pascalus,586855
Pseudanthias pillai,1455665
Pseudanthias pleurotaenia,428427
Pseudanthias pulcherrimus,1325494
Pseudanthias randalli,1325495
Pseudanthias regalis,1343689
Pseudanthias rubrizonatus,1609304
Pseudanthias rubrolineatus,1828437
Pseudanthias smithvanizi,2745942
Pseudanthias squamipinnis,270578
Pseudanthias taeniatus,2067704
Pseudanthias timanoa,2775916
Pseudanthias truncatus,586856
Pseudanthias tuka,661170
Pseudanthias ventralis,1343690
Pseudaphritis urvillii,56722
Pseudaphya ferreri,441908
Pseudapocryptes elongatus,166760
Pseudapocryptes lanceolatus,478032
Pseudaspius leptocephalus,263870
Pseudauchenipterus nodosus,2382293
Pseudecheneis immaculata,2743580
Pseudecheneis koladynae,1390392
Pseudecheneis sulcata,385307
Pseudechidna brummeri,1159276
Pseudepapterus cucuhyensis,2382267
Pseudepapterus hasemani,1312662
Pseudeutropius brachypopterus,390396
Pseudeutropius mitchelli,575558
Pseudeutropius moolenburghae,796023
Pseudexostoma brachysoma,1194550
Pseudexostoma longipterus,1978006
Pseudexostoma yunnanense,175784
Pseudobagrus albomarginatus,1407672
Pseudobagrus brevicaudatus,175793
Pseudobagrus brevicorpus,78879
Pseudobagrus crassilabris,175786
Pseudobagrus emarginatus,1503466
Pseudobagrus gracilis,2794793
Pseudobagrus ichikawai,78876
Pseudobagrus koreanus,78880
Pseudobagrus kyphus,196132
Pseudobagrus medianalis,1498490
Pseudobagrus ondon,323806
Pseudobagrus pratti,323808
Pseudobagrus taeniatus,216128
Pseudobagrus tenuis,205343
Pseudobagrus trilineatus,1193068
Pseudobagrus truncatus,175794
Pseudobalistes flavimarginatus,392903
Pseudobalistes fuscus,303695
Pseudobalistes naufragium,882191
Pseudobarbus afer,136823
Pseudobarbus asper,136824
Pseudobarbus burchelli,100125
Pseudobarbus burgi,100126
Pseudobarbus phlegethon,136825
Pseudobarbus quathlambae,316160
Pseudobarbus senticeps,1972534
Pseudobarbus skeltoni,1391731
Pseudobarbus swartzi,1972535
Pseudobarbus tenuis,136826
Pseudobarbus verloreni,1583367
Pseudobathylagus milleri,301820
Pseudobatos glaucostigma,1072482
Pseudobatos horkelii,690868
Pseudobatos lentiginosus,7862
Pseudobatos percellens,690869
Pseudobatos productus,170824
Pseudoblennius argenteus,1802974
Pseudoblennius cottoides,1633459
Pseudoblennius marmoratus,1802969
Pseudoblennius percoides,1508110
Pseudoblennius zonostigma,1802970
Pseudobrama simoni,70551
Pseudobunocephalus amazonicus,2175988
Pseudobunocephalus bifidus,2175989
Pseudobunocephalus iheringii,2175990
Pseudobunocephalus rugosus,1312664
Pseudocalliurichthys variegatus,1503357
Pseudocaranx chilensis,372806
Pseudocaranx dentex,349646
Pseudocaranx dinjerra,2582470
Pseudocaranx georgianus,2578334
Pseudocaranx wrighti,443715
Pseudocarcharias kamoharai,57991
Pseudocepola taeniosoma,1585665
Pseudochaenichthys georgianus,52239
Pseudochalceus kyburzi,883875
Pseudocheilinus evanidus,586857
Pseudocheilinus hexataenia,586858
Pseudocheilinus ocellatus,997982
Pseudocheilinus octotaenia,241335
Pseudocheilinus tetrataenia,586859
Pseudocheirodon arnoldi,1076483
Pseudocheirodon terrabae,1315330
Pseudochondrostoma duriense,77798
Pseudochondrostoma polylepis,52620
Pseudochondrostoma willkommii,77801
Pseudochromis ammeri,1648434
Pseudochromis andamanensis,1406302
Pseudochromis bitaeniatus,490277
Pseudochromis coccinicauda,1406303
Pseudochromis cyanotaenia,1311489
Pseudochromis dutoiti,1414482
Pseudochromis elongatus,1648435
Pseudochromis erdmanni,1648436
Pseudochromis flammicauda,1647166
Pseudochromis flavivertex,390371
Pseudochromis fridmani,1206925
Pseudochromis fuscus,280673
Pseudochromis jace,1648437
Pseudochromis jamesi,1311490
Pseudochromis kristinae,1146981
Pseudochromis litus,1406304
Pseudochromis madagascariensis,1146982
Pseudochromis marshallensis,280674
Pseudochromis natalensis,990632
Pseudochromis olivaceus,692223
Pseudochromis persicus,2710636
Pseudochromis perspicillatus,1648440
Pseudochromis pylei,1648441
Pseudochromis quinquedentatus,2578335
Pseudochromis ransonneti,1406305
Pseudochromis rutilus,1406306
Pseudochromis sankeyi,1592067
Pseudochromis springeri,2067705
Pseudochromis tapeinosoma,2057049
Pseudochromis tauberae,1146983
Pseudocoris aequalis,1684792
Pseudocoris aurantiofasciata,997983
Pseudocoris bleekeri,1053777
Pseudocoris heteroptera,317478
Pseudocoris petila,1684793
Pseudocoris yamashiroi,241337
Pseudocorynopoma doriae,681934
Pseudocorynopoma heterandria,767252
Pseudocorynopoma stanleyi,2778406
Pseudocrenilabrus multicolor,50812
Pseudocrenilabrus nicholsi,277995
Pseudocrenilabrus philander,277994
Pseudocrossocheilus longibullus,887879
Pseudocrossocheilus nigrovittatus,887877
Pseudocrossocheilus papillolabrus,887880
Pseudocrossocheilus tridentis,887881
Pseudocurimata boehlkei,2259469
Pseudocurimata boulengeri,2259470
Pseudocurimata lineopunctata,2259471
Pseudocurimata troschelii,2259472
Pseudocyttus maculatus,244852
Pseudodax moluccanus,188119
Pseudogastromyzon changtingensis,1173610
Pseudogastromyzon cheni,425489
Pseudogastromyzon fangi,369687
Pseudogastromyzon fasciatus,425505
Pseudogastromyzon laticeps,2507721
Pseudogastromyzon lianjiangensis,2550860
Pseudogastromyzon meihuashanensis,2550861
Pseudogastromyzon myersi,1396429
Pseudogastromyzon peristictus,2550862
Pseudoginglymostoma brevicaudatum,1213745
Pseudogobio agathonectris,2589801
Pseudogobio esocinus,418128
Pseudogobio guilinensis,328550
Pseudogobio polystictus,2780066
Pseudogobio vaillanti,194368
Pseudogobiopsis lumbantobing,2042248
Pseudogobius avicennia,1480110
Pseudogobius fulvicaudus,1571525
Pseudogobius javanicus,1302786
Pseudogobius masago,762042
